"","symbol","NMF.rank","MMF.localization","SAFE.domain","SAFE.localization","Entrez","BioGRID","HGNC","RefSeq","UniProt","Approved","Suggested.Symbol"
"2616","PEX19",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",5824,111782,"HGNC:9713","NM_002857","P40855",TRUE,"PEX19"
"2617","PEX3",13,"mitochondrial outer membrane, peroxisome","1","no prediction",8504,114076,"HGNC:8858","NM_003630","P56589",TRUE,"PEX3"
"2618","PEX5",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",5830,111788,"HGNC:9719","NM_000319","P50542",TRUE,"PEX5"
"2619","PEX6",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",5190,111213,"HGNC:8859","NM_000287","Q13608",TRUE,"PEX6"
"2620","PFAS",19,"miscellaneous","1","no prediction",5198,111221,"HGNC:8863","NM_012393","O15067",TRUE,"PFAS"
"2621","PFDN2",19,"miscellaneous","11","chaperonin-containing T-complex, prefoldin complex",5202,111224,"HGNC:8867","NM_012394","Q9UHV9",TRUE,"PFDN2"
"2622","PFDN5",19,"miscellaneous","11","chaperonin-containing T-complex, prefoldin complex",5204,111226,"HGNC:8869","NM_002624","Q99471",TRUE,"PFDN5"
"2623","PFDN6",19,"miscellaneous","11","chaperonin-containing T-complex, prefoldin complex",10471,115734,"HGNC:4926","NM_014260","O15212",TRUE,"PFDN6"
"2624","PFKL",19,"miscellaneous","-","-",5211,111232,"HGNC:8876","NM_001002021","P17858",TRUE,"PFKL"
"2625","PFKM",19,"miscellaneous","1","no prediction",5213,111234,"HGNC:8877","NM_000289","P08237",TRUE,"PFKM"
"2626","PFKP",19,"miscellaneous","-","-",5214,111235,"HGNC:8878","NM_002627","Q01813",TRUE,"PFKP"
"2627","PFN1",5,"actin cytoskeleton, cytosol","-","-",5216,111237,"HGNC:8881","NM_005022","P07737",TRUE,"PFN1"
"2628","PGAM2",5,"actin cytoskeleton, cytosol","-","-",5224,111245,"HGNC:8889","NM_000290","P15259",TRUE,"PGAM2"
"2629","PGAM5",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",192111,128154,"HGNC:28763","NM_138575","Q96HS1",TRUE,"PGAM5"
"2630","PGD",2,"chromatin","1","no prediction",5226,111247,"HGNC:8891","NM_002631","P52209",TRUE,"PGD"
"2631","PGK1",14,"Golgi apparatus","1","no prediction",5230,111251,"HGNC:8896","NM_000291","P00558",TRUE,"PGK1"
"2632","PGRMC1",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",10857,116068,"HGNC:16090","NM_006667","O00264",TRUE,"PGRMC1"
"2633","PGRMC2",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",10424,115693,"HGNC:16089","NM_006320","O15173",TRUE,"PGRMC2"
"2634","PGS1",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",9489,114871,"HGNC:30029","NM_024419","Q32NB8",TRUE,"PGS1"
"2635","PHACTR2",11,"plasma membrane","20","cell junction, plasma membrane",9749,115097,"HGNC:20956","NM_014721","O75167",TRUE,"PHACTR2"
"2636","PHACTR4",1,"cell junction","20","cell junction, plasma membrane",65979,122429,"HGNC:25793","NM_023923","Q8IZ21",TRUE,"PHACTR4"
"2637","PHB",18,"mitochondrial inner membrane, mitochondrial intermembrane space","1","no prediction",5245,111264,"HGNC:8912","NM_002634","P35232",FALSE,"PHB1"
"2638","PHB2",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",11331,116459,"HGNC:30306","NM_007273","Q99623",TRUE,"PHB2"
"2639","PHC1",2,"chromatin","22","chromatin, nucleoplasm",1911,108233,"HGNC:3182","NM_004426","P78364",TRUE,"PHC1"
"2640","PHC2",2,"chromatin","22","chromatin, nucleoplasm",1912,108234,"HGNC:3183","NM_198040","Q8IXK0",TRUE,"PHC2"
"2641","PHC3",2,"chromatin","22","chromatin, nucleoplasm",80012,123068,"HGNC:15682","NM_024947","Q8NDX5",TRUE,"PHC3"
"2642","PHF10",8,"nucleolus","22","chromatin, nucleoplasm",55274,120562,"HGNC:18250","NM_018288","Q8WUB8",TRUE,"PHF10"
"2643","PHF14",2,"chromatin","22","chromatin, nucleoplasm",9678,115032,"HGNC:22203","NM_014660","O94880",TRUE,"PHF14"
"2644","PHF2",9,"nucleoplasm","22","chromatin, nucleoplasm",5253,111272,"HGNC:8920","NM_005392","O75151",TRUE,"PHF2"
"2645","PHF21A",12,"centrosome","1","no prediction",51317,119468,"HGNC:24156","NM_016621","Q96BD5",TRUE,"PHF21A"
"2646","PHF3",10,"nuclear body","3","splicing speckles, nucleolus",23469,117031,"HGNC:8921","NM_001290259","Q92576",TRUE,"PHF3"
"2647","PHF6",9,"nucleoplasm","-","-",84295,124022,"HGNC:18145","NM_032458","Q8IWS0",TRUE,"PHF6"
"2648","PHF8",9,"nucleoplasm","22","chromatin, nucleoplasm",23133,116751,"HGNC:20672","NM_015107","Q9UPP1",TRUE,"PHF8"
"2649","PHIP",2,"chromatin","22","chromatin, nucleoplasm",55023,120353,"HGNC:15673","NM_017934","Q8WWQ0",TRUE,"PHIP"
"2650","PHKA1",5,"actin cytoskeleton, cytosol","-","-",5255,111273,"HGNC:8925","NM_001122670","P46020",TRUE,"PHKA1"
"2651","PHLDB1",11,"plasma membrane","20","cell junction, plasma membrane",23187,116797,"HGNC:23697","NM_015157","Q86UU1",TRUE,"PHLDB1"
"2652","PHLDB2",1,"cell junction","20","cell junction, plasma membrane",90102,124661,"HGNC:29573","NM_145753","Q86SQ0",TRUE,"PHLDB2"
"2653","PHLDB3",1,"cell junction","1","no prediction",653583,575902,"HGNC:30499","NM_198850","Q6NSJ2",TRUE,"PHLDB3"
"2654","PHLPP1",11,"plasma membrane","20","cell junction, plasma membrane",23239,116843,"HGNC:20610","NM_194449","O60346",TRUE,"PHLPP1"
"2655","PHRF1",10,"nuclear body","3","splicing speckles, nucleolus",57661,121694,"HGNC:24351","NM_020901","Q9P1Y6",TRUE,"PHRF1"
"2656","PHYH",12,"centrosome","2","mitochondrial outer membrane, peroxisome",5264,111282,"HGNC:8940","NM_001037537","O14832",TRUE,"PHYH"
"2657","PI4K2A",7,"endosome, lysosome","18","endosome, lysosome",55361,120639,"HGNC:30031","NM_018425","Q9BTU6",TRUE,"PI4K2A"
"2658","PI4KA",11,"plasma membrane","20","cell junction, plasma membrane",5297,111315,"HGNC:8983","NM_058004","P42356",TRUE,"PI4KA"
"2659","PI4KB",20,"early endosome, recycling endosome","18","endosome, lysosome",5298,111316,"HGNC:8984","NM_002651","Q9UBF8",TRUE,"PI4KB"
"2660","PIAS1",2,"chromatin","22","chromatin, nucleoplasm",8554,114124,"HGNC:2752","NM_001320687","O75925",TRUE,"PIAS1"
"2661","PIAS2",2,"chromatin","22","chromatin, nucleoplasm",9063,114523,"HGNC:17311","NM_004671","O75928",TRUE,"PIAS2"
"2662","PIAS4",2,"chromatin","22","chromatin, nucleoplasm",51588,119624,"HGNC:17002","NM_015897","Q8N2W9",TRUE,"PIAS4"
"2663","PIBF1",12,"centrosome","10","centrosome",10464,115727,"HGNC:23352","NM_006346","Q8WXW3",TRUE,"PIBF1"
"2664","PICALM",1,"cell junction","18","endosome, lysosome",8301,113902,"HGNC:15514","NM_007166","Q13492",TRUE,"PICALM"
"2665","PIGB",3,"ER membrane","19","nuclear outer membrane-ER membrane network",9488,114870,"HGNC:8959","NM_004855","Q92521",TRUE,"PIGB"
"2666","PIGG",6,"ER lumen","4","ER lumen",54872,120220,"HGNC:25985","NM_017733","Q5H8A4",TRUE,"PIGG"
"2667","PIGK",6,"ER lumen","4","ER lumen",10026,115343,"HGNC:8965","NM_005482","Q92643",TRUE,"PIGK"
"2668","PIGN",6,"ER lumen","4","ER lumen",23556,117100,"HGNC:8967","NM_176787","O95427",TRUE,"PIGN"
"2669","PIGO",6,"ER lumen","4","ER lumen",84720,124223,"HGNC:23215","NM_032634","Q8TEQ8",TRUE,"PIGO"
"2670","PIGS",6,"ER lumen","4","ER lumen",94005,125082,"HGNC:14937","NM_033198","Q96S52",TRUE,"PIGS"
"2671","PIGT",6,"ER lumen","4","ER lumen",51604,119633,"HGNC:14938","NM_015937","Q969N2",TRUE,"PIGT"
"2672","PIGU",3,"ER membrane","19","nuclear outer membrane-ER membrane network",128869,126171,"HGNC:15791","NM_080476","Q9H490",TRUE,"PIGU"
"2673","PIGW",3,"ER membrane","19","nuclear outer membrane-ER membrane network",284098,129756,"HGNC:23213","NM_178517","Q7Z7B1",TRUE,"PIGW"
"2674","PIH1D1",19,"miscellaneous","5","spliceosomal complex I",55011,120343,"HGNC:26075","NM_017916","Q9NWS0",TRUE,"PIH1D1"
"2675","PIK3AP1",13,"mitochondrial outer membrane, peroxisome","1","no prediction",118788,125621,"HGNC:30034","NM_152309","Q6ZUJ8",TRUE,"PIK3AP1"
"2676","PIK3C2A",5,"actin cytoskeleton, cytosol","6","clathrin coat",5286,111304,"HGNC:8971","NM_002645","O00443",TRUE,"PIK3C2A"
"2677","PIK3C2B",7,"endosome, lysosome","1","no prediction",5287,111305,"HGNC:8972","NM_002646","O00750",TRUE,"PIK3C2B"
"2678","PIK3C3",7,"endosome, lysosome","18","endosome, lysosome",5289,111307,"HGNC:8974","NM_002647","Q8NEB9",TRUE,"PIK3C3"
"2679","PIK3CA",11,"plasma membrane","20","cell junction, plasma membrane",5290,111308,"HGNC:8975","NM_006218","P42336",TRUE,"PIK3CA"
"2680","PIK3CB",11,"plasma membrane","20","cell junction, plasma membrane",5291,111309,"HGNC:8976","NM_001256045","P42338",TRUE,"PIK3CB"
"2681","PIK3R1",11,"plasma membrane","1","no prediction",5295,111313,"HGNC:8979","NM_181504","P27986",TRUE,"PIK3R1"
"2682","PIK3R2",1,"cell junction","20","cell junction, plasma membrane",5296,111314,"HGNC:8980","NM_005027","O00459",TRUE,"PIK3R2"
"2683","PIK3R3",11,"plasma membrane","1","no prediction",8503,114075,"HGNC:8981","NM_003629","Q92569",TRUE,"PIK3R3"
"2684","PIK3R4",7,"endosome, lysosome","18","endosome, lysosome",30849,119059,"HGNC:8982","NM_014602","Q99570",TRUE,"PIK3R4"
"2685","PIKFYVE",7,"endosome, lysosome","18","endosome, lysosome",200576,128336,"HGNC:23785","NM_015040","Q9Y2I7",TRUE,"PIKFYVE"
"2686","PINX1",8,"nucleolus","22","chromatin, nucleoplasm",54984,120319,"HGNC:30046","NM_017884","Q96BK5",TRUE,"PINX1"
"2687","PIP4K2A",11,"plasma membrane","1","no prediction",5305,111322,"HGNC:8997","NM_005028","P48426",TRUE,"PIP4K2A"
"2688","PIP4P1",7,"endosome, lysosome","18","endosome, lysosome",90809,124764,"HGNC:19299","NM_144568","Q86T03",TRUE,"PIP4P1"
"2689","PIP5K1A",11,"plasma membrane","20","cell junction, plasma membrane",8394,113983,"HGNC:8994","NM_003557","Q99755",TRUE,"PIP5K1A"
"2690","PITRM1",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",10531,115786,"HGNC:17663","NM_001242307","Q5JRX3",TRUE,"PITRM1"
"2691","PJA2",5,"actin cytoskeleton, cytosol","1","no prediction",9867,115200,"HGNC:17481","NM_014819","O43164",TRUE,"PJA2"
"2692","PKD2",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",5311,111328,"HGNC:9009","NM_000297","Q13563",TRUE,"PKD2"
"2693","PKM",19,"miscellaneous","1","no prediction",5315,111332,"HGNC:9021","NM_001206796","P14618",TRUE,"PKM"
"2694","PKMYT1",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",9088,114544,"HGNC:29650","NM_004203","Q99640",TRUE,"PKMYT1"
"2695","PKN1",11,"plasma membrane","20","cell junction, plasma membrane",5585,111571,"HGNC:9405","NM_002741","Q16512",TRUE,"PKN1"
"2696","PKN2",11,"plasma membrane","20","cell junction, plasma membrane",5586,111572,"HGNC:9406","NM_006256","Q16513",TRUE,"PKN2"
"2697","PKN3",11,"plasma membrane","20","cell junction, plasma membrane",29941,118978,"HGNC:17999","NM_013355","Q6P5Z2",TRUE,"PKN3"
"2698","PKP2",1,"cell junction","20","cell junction, plasma membrane",5318,111335,"HGNC:9024","NM_004572","Q99959",TRUE,"PKP2"
"2699","PKP4",1,"cell junction","20","cell junction, plasma membrane",8502,114074,"HGNC:9026","NM_001005476","Q99569",TRUE,"PKP4"
"2700","PLBD2",6,"ER lumen","1","no prediction",196463,128208,"HGNC:27283","NM_173542","Q8NHP8",TRUE,"PLBD2"
"2701","PLCB1",11,"plasma membrane","20","cell junction, plasma membrane",23236,116841,"HGNC:15917","NM_015192","Q9NQ66",TRUE,"PLCB1"
"2702","PLCH1",1,"cell junction","1","no prediction",23007,116651,"HGNC:29185","NM_014996","Q4KWH8",TRUE,"PLCH1"
"2703","PLCL2",11,"plasma membrane","20","cell junction, plasma membrane",23228,116833,"HGNC:9064","NM_001144382","Q9UPR0",TRUE,"PLCL2"
"2704","PLD1",7,"endosome, lysosome","18","endosome, lysosome",5337,111353,"HGNC:9067","NM_002662","Q13393",TRUE,"PLD1"
"2705","PLD3",14,"Golgi apparatus","1","no prediction",23646,117173,"HGNC:17158","NM_012268","Q8IV08",TRUE,"PLD3"
"2706","PLD6",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",201164,128367,"HGNC:30447","NM_178836","Q8N2A8",TRUE,"PLD6"
"2707","PLEC",12,"centrosome","14","centrosome enriched, P-body enriched",5339,111355,"HGNC:9069","NM_000445","Q15149",TRUE,"PLEC"
"2708","PLEKHA1",1,"cell junction","20","cell junction, plasma membrane",59338,121880,"HGNC:14335","NM_001001974","Q9HB21",TRUE,"PLEKHA1"
"2709","PLEKHA3",14,"Golgi apparatus","1","no prediction",65977,122427,"HGNC:14338","NM_019091","Q9HB20",TRUE,"PLEKHA3"
"2710","PLEKHA5",1,"cell junction","20","cell junction, plasma membrane",54477,119982,"HGNC:30036","NM_019012","Q9HAU0",TRUE,"PLEKHA5"
"2711","PLEKHA6",1,"cell junction","20","cell junction, plasma membrane",22874,116541,"HGNC:17053","NM_014935","Q9Y2H5",TRUE,"PLEKHA6"
"2712","PLEKHA7",1,"cell junction","20","cell junction, plasma membrane",144100,126828,"HGNC:27049","NM_175058","Q6IQ23",TRUE,"PLEKHA7"
"2713","PLEKHA8",7,"endosome, lysosome","18","endosome, lysosome",84725,124225,"HGNC:30037","NM_032639","Q96JA3",TRUE,"PLEKHA8"
"2714","PLEKHG1",12,"centrosome","14","centrosome enriched, P-body enriched",57480,121550,"HGNC:20884","NM_001029884","Q9ULL1",TRUE,"PLEKHG1"
"2715","PLEKHG3",11,"plasma membrane","7","actin cytoskeleton",26030,117496,"HGNC:20364","NM_015549","A1L390",TRUE,"PLEKHG3"
"2716","PLEKHH2",12,"centrosome","20","cell junction, plasma membrane",130271,126228,"HGNC:30506","NM_172069","Q8IVE3",TRUE,"PLEKHH2"
"2717","PLEKHM1",7,"endosome, lysosome","18","endosome, lysosome",9842,115178,"HGNC:29017","NM_014798","Q9Y4G2",TRUE,"PLEKHM1"
"2718","PLEKHM2",7,"endosome, lysosome","18","endosome, lysosome",23207,116814,"HGNC:29131","NM_015164","Q8IWE5",TRUE,"PLEKHM2"
"2719","PLEKHM3",7,"endosome, lysosome","18","endosome, lysosome",389072,132958,"HGNC:34006","NM_001080475","Q6ZWE6",TRUE,"PLEKHM3"
"2720","PLEKHO2",11,"plasma membrane","20","cell junction, plasma membrane",80301,123215,"HGNC:30026","NM_025201","Q8TD55",TRUE,"PLEKHO2"
"2721","PLGRKT",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",55848,120950,"HGNC:23633","NM_018465","Q9HBL7",TRUE,"PLGRKT"
"2722","PLK1",11,"plasma membrane","-","-",5347,111362,"HGNC:9077","NM_005030","P53350",TRUE,"PLK1"
"2723","PLOD1",6,"ER lumen","4","ER lumen",5351,111366,"HGNC:9081","NM_000302","Q02809",TRUE,"PLOD1"
"2724","PLOD2",6,"ER lumen","4","ER lumen",5352,111367,"HGNC:9082","NM_000935","O00469",TRUE,"PLOD2"
"2725","PLOD3",6,"ER lumen","4","ER lumen",8985,114467,"HGNC:9083","NM_001084","O60568",TRUE,"PLOD3"
"2726","PLPP1",11,"plasma membrane","1","no prediction",8611,114169,"HGNC:9228","NM_176895","O14494",TRUE,"PLPP1"
"2727","PLPP3",11,"plasma membrane","20","cell junction, plasma membrane",8613,114171,"HGNC:9229","NM_003713","O14495",TRUE,"PLPP3"
"2728","PLRG1",10,"nuclear body","5","spliceosomal complex I",5356,111370,"HGNC:9089","NM_002669","O43660",TRUE,"PLRG1"
"2729","PLS1",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",5357,111371,"HGNC:9090","NM_002670","Q14651",TRUE,"PLS1"
"2730","PLS3",5,"actin cytoskeleton, cytosol","7","actin cytoskeleton",5358,111372,"HGNC:9091","NM_001136025","P13797",TRUE,"PLS3"
"2731","PLXNA1",11,"plasma membrane","20","cell junction, plasma membrane",5361,111375,"HGNC:9099","NM_032242","Q9UIW2",TRUE,"PLXNA1"
"2732","PLXNA2",11,"plasma membrane","20","cell junction, plasma membrane",5362,111376,"HGNC:9100","NM_025179","O75051",TRUE,"PLXNA2"
"2733","PLXNB2",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",23654,117178,"HGNC:9104","NM_012401","O15031",TRUE,"PLXNB2"
"2734","PML",15,"nuclear outer membrane-ER membrane network","1","no prediction",5371,111384,"HGNC:9113","NM_002675","P29590",TRUE,"PML"
"2735","PMPCA",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",23203,116811,"HGNC:18667","NM_015160","Q10713",TRUE,"PMPCA"
"2736","PMS1",2,"chromatin","22","chromatin, nucleoplasm",5378,111391,"HGNC:9121","NM_000534","P54277",TRUE,"PMS1"
"2737","PMS2",10,"nuclear body","22","chromatin, nucleoplasm",5395,111404,"HGNC:9122","NM_000535","P54278",TRUE,"PMS2"
"2738","PNISR",10,"nuclear body","3","splicing speckles, nucleolus",25957,117448,"HGNC:21222","NM_032870","Q8TF01",TRUE,"PNISR"
"2739","PNKD",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",25953,117446,"HGNC:9153","NM_001077399","Q8N490",TRUE,"PNKD"
"2740","PNN",10,"nuclear body","23","spliceosomal complex II",5411,111412,"HGNC:9162","NM_002687","Q9H307",TRUE,"PNN"
"2741","PNPLA8",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",50640,119111,"HGNC:28900","NM_015723","Q9NP80",TRUE,"PNPLA8"
"2742","PNPT1",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",87178,124579,"HGNC:23166","NM_033109","Q8TCS8",TRUE,"PNPT1"
"2743","POC1B",12,"centrosome","10","centrosome",282809,129421,"HGNC:30836","NM_172240","Q8TC44",TRUE,"POC1B"
"2744","POC5",5,"actin cytoskeleton, cytosol","1","no prediction",134359,126396,"HGNC:26658","NM_152408","Q8NA72",TRUE,"POC5"
"2745","PODXL",11,"plasma membrane","20","cell junction, plasma membrane",5420,111416,"HGNC:9171","NM_001018111","O00592",TRUE,"PODXL"
"2746","PODXL2",20,"early endosome, recycling endosome","18","endosome, lysosome",50512,119082,"HGNC:17936","NM_015720","Q9NZ53",TRUE,"PODXL2"
"2747","POFUT1",6,"ER lumen","4","ER lumen",23509,117056,"HGNC:14988","NM_015352","Q9H488",TRUE,"POFUT1"
"2748","POFUT2",6,"ER lumen","4","ER lumen",23275,116876,"HGNC:14683","NM_015227","Q9Y2G5",TRUE,"POFUT2"
"2749","POGK",2,"chromatin","22","chromatin, nucleoplasm",57645,121682,"HGNC:18800","NM_017542","Q9P215",TRUE,"POGK"
"2750","POGLUT1",6,"ER lumen","4","ER lumen",56983,121300,"HGNC:22954","NM_152305","Q8NBL1",TRUE,"POGLUT1"
"2751","POGZ",2,"chromatin","22","chromatin, nucleoplasm",23126,116745,"HGNC:18801","NM_207171","Q7Z3K3",TRUE,"POGZ"
"2752","POLA1",2,"chromatin","22","chromatin, nucleoplasm",5422,111418,"HGNC:9173","NM_016937","P09884",TRUE,"POLA1"
"2753","POLA2",2,"chromatin","22","chromatin, nucleoplasm",23649,117176,"HGNC:30073","NM_002689","Q14181",TRUE,"POLA2"
"2754","POLD1",9,"nucleoplasm","22","chromatin, nucleoplasm",5424,111420,"HGNC:9175","NM_001256849","P28340",TRUE,"POLD1"
"2755","POLD3",2,"chromatin","22","chromatin, nucleoplasm",10714,115940,"HGNC:20932","NM_006591","Q15054",TRUE,"POLD3"
"2756","POLDIP2",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",26073,117531,"HGNC:23781","NM_015584","Q9Y2S7",TRUE,"POLDIP2"
"2757","POLDIP3",10,"nuclear body","22","chromatin, nucleoplasm",84271,123998,"HGNC:23782","NM_032311","Q9BY77",TRUE,"POLDIP3"
"2758","POLE",9,"nucleoplasm","-","-",5426,111422,"HGNC:9177","NM_006231","Q07864",TRUE,"POLE"
"2759","POLG",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",5428,111424,"HGNC:9179","NM_002693","P54098",TRUE,"POLG"
"2760","POLR1A",9,"nucleoplasm","1","no prediction",25885,117396,"HGNC:17264","NM_015425","O95602",TRUE,"POLR1A"
"2761","POLR1B",9,"nucleoplasm","1","no prediction",84172,123926,"HGNC:20454","NM_019014","Q9H9Y6",TRUE,"POLR1B"
"2762","POLR1E",9,"nucleoplasm","1","no prediction",64425,122173,"HGNC:17631","NM_022490","Q9GZS1",TRUE,"POLR1E"
"2763","POLR2A",19,"miscellaneous","22","chromatin, nucleoplasm",5430,111426,"HGNC:9187","NM_000937","P24928",TRUE,"POLR2A"
"2764","POLR2B",19,"miscellaneous","22","chromatin, nucleoplasm",5431,111427,"HGNC:9188","NM_000938","P30876",TRUE,"POLR2B"
"2765","POLR2J3",19,"miscellaneous","22","chromatin, nucleoplasm",548644,139239,"HGNC:33853","NM_001097615","Q9H1A7",TRUE,"POLR2J3"
"2766","POLR2M",19,"miscellaneous","17","Arp2/3 protein complex",81488,123498,"HGNC:14862","NM_001018102","P0CAP2",TRUE,"POLR2M"
"2767","POLR3A",19,"miscellaneous","-","-",11128,116301,"HGNC:30074","NM_007055","O14802",TRUE,"POLR3A"
"2768","POLR3B",19,"miscellaneous","22","chromatin, nucleoplasm",55703,120828,"HGNC:30348","NM_018082","Q9NW08",TRUE,"POLR3B"
"2769","POLR3C",2,"chromatin","1","no prediction",10623,115868,"HGNC:30076","NM_006468","Q9BUI4",TRUE,"POLR3C"
"2770","POLRMT",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",5442,111438,"HGNC:9200","NM_005035","O00411",TRUE,"POLRMT"
"2771","POM121",19,"miscellaneous","24","nuclear pore",9883,115214,"HGNC:19702","NM_001257190","Q96HA1",TRUE,"POM121"
"2772","POM121C",15,"nuclear outer membrane-ER membrane network","24","nuclear pore",100101267,755836,"HGNC:34005","NM_001099415","A8CG34",TRUE,"POM121C"
"2773","POMK",3,"ER membrane","19","nuclear outer membrane-ER membrane network",84197,123942,"HGNC:26267","NM_032237","Q9H5K3",TRUE,"POMK"
"2774","PON2",6,"ER lumen","4","ER lumen",5445,111441,"HGNC:9205","NM_000305","Q15165",TRUE,"PON2"
"2775","POP1",2,"chromatin","22","chromatin, nucleoplasm",10940,116140,"HGNC:30129","NM_015029","Q99575",TRUE,"POP1"
"2776","POP4",9,"nucleoplasm","-","-",10775,115993,"HGNC:30081","NM_006627","O95707",TRUE,"POP4"
"2777","POR",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",5447,111443,"HGNC:9208","NM_000941","P16435",TRUE,"POR"
"2778","POTEE",18,"mitochondrial inner membrane, mitochondrial intermembrane space","-","-",445582,138656,"HGNC:33895","NM_001083538","Q6S8J3",TRUE,"POTEE"
"2779","POU2F1",2,"chromatin","22","chromatin, nucleoplasm",5451,111447,"HGNC:9212","NM_002697","P14859",TRUE,"POU2F1"
"2780","PPA2",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",27068,117979,"HGNC:28883","NM_176869","Q9H2U2",TRUE,"PPA2"
"2781","PPAN-P2RY11",8,"nucleolus","22","chromatin, nucleoplasm",692312,593098,"HGNC:33526","NM_001040664","",TRUE,"PPAN-P2RY11"
"2782","PPFIA1",11,"plasma membrane","20","cell junction, plasma membrane",8500,114072,"HGNC:9245","NM_003626","Q13136",TRUE,"PPFIA1"
"2783","PPFIBP1",1,"cell junction","20","cell junction, plasma membrane",8496,114068,"HGNC:9249","NM_003622","Q86W92",TRUE,"PPFIBP1"
"2784","PPHLN1",10,"nuclear body","22","chromatin, nucleoplasm",51535,119596,"HGNC:19369","NM_201515","Q8NEY8",TRUE,"PPHLN1"
"2785","PPIB",6,"ER lumen","4","ER lumen",5479,111475,"HGNC:9255","NM_000942","P23284",TRUE,"PPIB"
"2786","PPIC",6,"ER lumen","4","ER lumen",5480,111476,"HGNC:9256","NM_000943","P45877",TRUE,"PPIC"
"2787","PPID",19,"miscellaneous","1","no prediction",5481,111477,"HGNC:9257","NM_005038","Q08752",TRUE,"PPID"
"2788","PPIF",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",10105,115411,"HGNC:9259","NM_005729","P30405",TRUE,"PPIF"
"2789","PPIG",10,"nuclear body","23","spliceosomal complex II",9360,114761,"HGNC:14650","NM_004792","Q13427",TRUE,"PPIG"
"2790","PPIL1",2,"chromatin","5","spliceosomal complex I",51645,119654,"HGNC:9260","NM_016059","Q9Y3C6",TRUE,"PPIL1"
"2791","PPIL2",2,"chromatin","22","chromatin, nucleoplasm",23759,117260,"HGNC:9261","NM_001317996","Q13356",TRUE,"PPIL2"
"2792","PPIL4",10,"nuclear body","22","chromatin, nucleoplasm",85313,124467,"HGNC:15702","NM_139126","Q8WUA2",TRUE,"PPIL4"
"2793","PPIP5K1",19,"miscellaneous","-","-",9677,115031,"HGNC:29023","NM_014659","Q6PFW1",TRUE,"PPIP5K1"
"2794","PPM1B",13,"mitochondrial outer membrane, peroxisome","1","no prediction",5495,111490,"HGNC:9276","NM_002706","O75688",TRUE,"PPM1B"
"2795","PPM1G",8,"nucleolus","22","chromatin, nucleoplasm",5496,111491,"HGNC:9278","NM_002707","O15355",TRUE,"PPM1G"
"2796","PPP1CA",2,"chromatin","22","chromatin, nucleoplasm",5499,111493,"HGNC:9281","NM_002708","P62136",TRUE,"PPP1CA"
"2797","PPP1CB",2,"chromatin","22","chromatin, nucleoplasm",5500,111494,"HGNC:9282","NM_002709","P62140",TRUE,"PPP1CB"
"2798","PPP1CC",2,"chromatin","22","chromatin, nucleoplasm",5501,111495,"HGNC:9283","NM_001244974","P36873",TRUE,"PPP1CC"
"2799","PPP1R10",10,"nuclear body","22","chromatin, nucleoplasm",5514,111506,"HGNC:9284","NM_002714","Q96QC0",TRUE,"PPP1R10"
