"","symbol","NMF.rank","MMF.localization","SAFE.domain","SAFE.localization","Entrez","BioGRID","HGNC","RefSeq","UniProt","Approved","Suggested.Symbol"
"180","AP3B1",7,"endosome, lysosome","18","endosome, lysosome",8546,114116,"HGNC:566","NM_001271769","O00203",TRUE,"AP3B1"
"181","AP3D1",7,"endosome, lysosome","18","endosome, lysosome",8943,114455,"HGNC:568","NM_001261826","O14617",TRUE,"AP3D1"
"182","AP3M1",19,"miscellaneous","-","-",26985,117938,"HGNC:569","NM_001320263","Q9Y2T2",TRUE,"AP3M1"
"183","AP3S1",7,"endosome, lysosome","1","no prediction",1176,107590,"HGNC:2013","NM_001364119","Q92572",TRUE,"AP3S1"
"184","AP3S2",7,"endosome, lysosome","18","endosome, lysosome",10239,115533,"HGNC:571","NM_005829","P59780",TRUE,"AP3S2"
"185","AP4E1",20,"early endosome, recycling endosome","18","endosome, lysosome",23431,116999,"HGNC:573","NM_001252127","Q9UPM8",TRUE,"AP4E1"
"186","APBB1",20,"early endosome, recycling endosome","18","endosome, lysosome",322,106819,"HGNC:581","NM_001164","O00213",TRUE,"APBB1"
"187","APBB2",20,"early endosome, recycling endosome","18","endosome, lysosome",323,106820,"HGNC:582","NM_173075","Q92870",TRUE,"APBB2"
"188","APC",1,"cell junction","20","cell junction, plasma membrane",324,106821,"HGNC:583","NM_000038","P25054",TRUE,"APC"
"189","API5",10,"nuclear body","22","chromatin, nucleoplasm",8539,114109,"HGNC:594","NM_006595","Q9BZZ5",TRUE,"API5"
"190","APLP2",14,"Golgi apparatus","20","cell junction, plasma membrane",334,106831,"HGNC:598","NM_001642","Q06481",TRUE,"APLP2"
"191","APMAP",6,"ER lumen","4","ER lumen",57136,121397,"HGNC:13238","NM_020531","Q9HDC9",TRUE,"APMAP"
"192","APOL2",13,"mitochondrial outer membrane, peroxisome","19","nuclear outer membrane-ER membrane network",23780,117279,"HGNC:619","NM_145637","Q9BQE5",TRUE,"APOL2"
"193","APOO",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",79135,122556,"HGNC:28727","NM_024122","Q9BUR5",TRUE,"APOO"
"194","APOOL",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",139322,126558,"HGNC:24009","NM_198450","Q6UXV4",TRUE,"APOOL"
"195","APP",6,"ER lumen","-","-",351,106848,"HGNC:620","NM_000484","P05067",TRUE,"APP"
"196","APPL1",20,"early endosome, recycling endosome","18","endosome, lysosome",26060,117522,"HGNC:24035","NM_012096","Q9UKG1",TRUE,"APPL1"
"197","APPL2",7,"endosome, lysosome","18","endosome, lysosome",55198,120495,"HGNC:18242","NM_018171","Q8NEU8",TRUE,"APPL2"
"198","APRT",14,"Golgi apparatus","-","-",353,106849,"HGNC:626","NM_000485","P07741",TRUE,"APRT"
"199","AQR",10,"nuclear body","5","spliceosomal complex I",9716,115065,"HGNC:29513","NM_014691","O60306",TRUE,"AQR"
"200","ARAF",11,"plasma membrane","20","cell junction, plasma membrane",369,106864,"HGNC:646","NM_001256196","P10398",TRUE,"ARAF"
"201","ARAP2",1,"cell junction","20","cell junction, plasma membrane",116984,125547,"HGNC:16924","NM_015230","Q8WZ64",TRUE,"ARAP2"
"202","ARC",11,"plasma membrane","20","cell junction, plasma membrane",23237,116842,"HGNC:648","NM_015193","Q7LC44",TRUE,"ARC"
"203","ARCN1",14,"Golgi apparatus","9","Golgi apparatus",372,106867,"HGNC:649","NM_001142281","P48444",TRUE,"ARCN1"
"204","AREL1",15,"nuclear outer membrane-ER membrane network","1","no prediction",9870,115203,"HGNC:20363","NM_014821","O15033",TRUE,"AREL1"
"205","ARF1",13,"mitochondrial outer membrane, peroxisome","1","no prediction",375,106870,"HGNC:652","NM_001024227","P84077",TRUE,"ARF1"
"206","ARF4",13,"mitochondrial outer membrane, peroxisome","-","-",378,106873,"HGNC:655","NM_001660","P18085",TRUE,"ARF4"
"207","ARF5",13,"mitochondrial outer membrane, peroxisome","1","no prediction",381,106876,"HGNC:658","NM_001662","P84085",TRUE,"ARF5"
"208","ARF6",11,"plasma membrane","1","no prediction",382,106877,"HGNC:659","NM_001663","P62330",TRUE,"ARF6"
"209","ARFGAP2",14,"Golgi apparatus","9","Golgi apparatus",84364,124065,"HGNC:13504","NM_032389","Q8N6H7",TRUE,"ARFGAP2"
"210","ARFGAP3",14,"Golgi apparatus","9","Golgi apparatus",26286,117668,"HGNC:661","NM_014570","Q9NP61",TRUE,"ARFGAP3"
"211","ARFGEF1",20,"early endosome, recycling endosome","18","endosome, lysosome",10565,115816,"HGNC:15772","NM_006421","Q9Y6D6",TRUE,"ARFGEF1"
"212","ARFGEF2",20,"early endosome, recycling endosome","18","endosome, lysosome",10564,115815,"HGNC:15853","NM_006420","Q9Y6D5",TRUE,"ARFGEF2"
"213","ARFGEF3",7,"endosome, lysosome","18","endosome, lysosome",57221,121457,"HGNC:21213","NM_020340","Q5TH69",TRUE,"ARFGEF3"
"214","ARFIP1",14,"Golgi apparatus","18","endosome, lysosome",27236,118084,"HGNC:21496","NM_014447","P53367",TRUE,"ARFIP1"
"215","ARFIP2",14,"Golgi apparatus","1","no prediction",23647,117174,"HGNC:17160","NM_012402","P53365",TRUE,"ARFIP2"
"216","ARHGAP1",15,"nuclear outer membrane-ER membrane network","1","no prediction",392,106885,"HGNC:673","NM_004308","Q07960",TRUE,"ARHGAP1"
"217","ARHGAP11A",11,"plasma membrane","20","cell junction, plasma membrane",9824,115162,"HGNC:15783","NM_014783","Q6P4F7",TRUE,"ARHGAP11A"
"218","ARHGAP12",11,"plasma membrane","1","no prediction",94134,125122,"HGNC:16348","NM_001270695","Q8IWW6",TRUE,"ARHGAP12"
"219","ARHGAP17",5,"actin cytoskeleton, cytosol","-","-",55114,120424,"HGNC:18239","NM_018054","Q68EM7",TRUE,"ARHGAP17"
"220","ARHGAP18",11,"plasma membrane","20","cell junction, plasma membrane",93663,125050,"HGNC:21035","NM_033515","Q8N392",TRUE,"ARHGAP18"
"221","ARHGAP21",1,"cell junction","1","no prediction",57584,121636,"HGNC:23725","NM_020824","Q5T5U3",TRUE,"ARHGAP21"
"222","ARHGAP29",11,"plasma membrane","20","cell junction, plasma membrane",9411,114806,"HGNC:30207","NM_004815","Q52LW3",TRUE,"ARHGAP29"
"223","ARHGAP31",11,"plasma membrane","1","no prediction",57514,121578,"HGNC:29216","NM_020754","Q2M1Z3",TRUE,"ARHGAP31"
"224","ARHGAP32",1,"cell junction","1","no prediction",9743,115091,"HGNC:17399","NM_014715","A7KAX9",TRUE,"ARHGAP32"
"225","ARHGAP35",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",2909,109166,"HGNC:4591","NM_004491","Q9NRY4",TRUE,"ARHGAP35"
"226","ARHGAP39",11,"plasma membrane","20","cell junction, plasma membrane",80728,123278,"HGNC:29351","NM_001308207","Q9C0H5",TRUE,"ARHGAP39"
"227","ARHGAP5",11,"plasma membrane","20","cell junction, plasma membrane",394,106887,"HGNC:675","NM_001030055","Q13017",TRUE,"ARHGAP5"
"228","ARHGDIA",11,"plasma membrane","20","cell junction, plasma membrane",396,106889,"HGNC:678","NM_004309","P52565",TRUE,"ARHGDIA"
"229","ARHGEF1",11,"plasma membrane","20","cell junction, plasma membrane",9138,114585,"HGNC:681","NM_199002","Q92888",TRUE,"ARHGEF1"
"230","ARHGEF10",1,"cell junction","18","endosome, lysosome",9639,114998,"HGNC:14103","NM_001308152","O15013",TRUE,"ARHGEF10"
"231","ARHGEF11",11,"plasma membrane","20","cell junction, plasma membrane",9826,115164,"HGNC:14580","NM_198236","O15085",TRUE,"ARHGEF11"
"232","ARHGEF12",11,"plasma membrane","20","cell junction, plasma membrane",23365,116945,"HGNC:14193","NM_015313","Q9NZN5",TRUE,"ARHGEF12"
"233","ARHGEF16",11,"plasma membrane","20","cell junction, plasma membrane",27237,118085,"HGNC:15515","NM_014448","Q5VV41",TRUE,"ARHGEF16"
"234","ARHGEF18",1,"cell junction","20","cell junction, plasma membrane",23370,116950,"HGNC:17090","NM_015318","Q6ZSZ5",TRUE,"ARHGEF18"
"235","ARHGEF2",11,"plasma membrane","20","cell junction, plasma membrane",9181,114618,"HGNC:682","NM_004723","Q92974",TRUE,"ARHGEF2"
"236","ARHGEF26",11,"plasma membrane","20","cell junction, plasma membrane",26084,117537,"HGNC:24490","NM_015595","Q96DR7",TRUE,"ARHGEF26"
"237","ARHGEF6",12,"centrosome","20","cell junction, plasma membrane",9459,114847,"HGNC:685","NM_004840","Q15052",TRUE,"ARHGEF6"
"238","ARHGEF7",12,"centrosome","20","cell junction, plasma membrane",8874,114393,"HGNC:15607","NM_001113511","Q14155",TRUE,"ARHGEF7"
"239","ARID1A",10,"nuclear body","22","chromatin, nucleoplasm",8289,113894,"HGNC:11110","NM_139135","O14497",TRUE,"ARID1A"
"240","ARID1B",10,"nuclear body","22","chromatin, nucleoplasm",57492,121559,"HGNC:18040","NM_020732","Q8NFD5",TRUE,"ARID1B"
"241","ARID2",9,"nucleoplasm","22","chromatin, nucleoplasm",196528,128219,"HGNC:18037","NM_152641","Q68CP9",TRUE,"ARID2"
"242","ARID3A",2,"chromatin","22","chromatin, nucleoplasm",1820,108154,"HGNC:3031","NM_005224","Q99856",TRUE,"ARID3A"
"243","ARID3B",9,"nucleoplasm","22","chromatin, nucleoplasm",10620,115865,"HGNC:14350","NM_006465","Q8IVW6",TRUE,"ARID3B"
"244","ARID4B",9,"nucleoplasm","22","chromatin, nucleoplasm",51742,119708,"HGNC:15550","NM_016374","Q4LE39",TRUE,"ARID4B"
"245","ARID5B",10,"nuclear body","22","chromatin, nucleoplasm",84159,123918,"HGNC:17362","NM_032199","Q14865",TRUE,"ARID5B"
"246","ARL1",19,"miscellaneous","-","-",400,106893,"HGNC:692","NM_001177","P40616",TRUE,"ARL1"
"247","ARL13B",7,"endosome, lysosome","18","endosome, lysosome",200894,128353,"HGNC:25419","NM_182896","Q3SXY8",TRUE,"ARL13B"
"248","ARL2",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",402,106895,"HGNC:693","NM_001667","P36404",TRUE,"ARL2"
"249","ARL3",7,"endosome, lysosome","18","endosome, lysosome",403,106896,"HGNC:694","NM_004311","P36405",TRUE,"ARL3"
"250","ARL6IP5",3,"ER membrane","19","nuclear outer membrane-ER membrane network",10550,115801,"HGNC:16937","NM_006407","O75915",TRUE,"ARL6IP5"
"251","ARMC10",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",83787,123762,"HGNC:21706","NM_031905","Q8N2F6",TRUE,"ARMC10"
"252","ARMCX2",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",9823,115161,"HGNC:16869","NM_014782","Q7L311",TRUE,"ARMCX2"
"253","ARMCX3",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",51566,119614,"HGNC:24065","NM_016607","Q9UH62",TRUE,"ARMCX3"
"254","ARMCX4",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",100131755,935464,"HGNC:28615","NM_001256155","Q5H9R4",TRUE,"ARMCX4"
"255","ARNT",2,"chromatin","22","chromatin, nucleoplasm",405,106898,"HGNC:700","NM_001197325","P27540",TRUE,"ARNT"
"256","ARPC1A",5,"actin cytoskeleton, cytosol","17","Arp2/3 protein complex",10552,115803,"HGNC:703","NM_006409","Q92747",TRUE,"ARPC1A"
"257","ARPC5",5,"actin cytoskeleton, cytosol","17","Arp2/3 protein complex",10092,115399,"HGNC:708","NM_005717","O15511",TRUE,"ARPC5"
"258","ARPC5L",5,"actin cytoskeleton, cytosol","17","Arp2/3 protein complex",81873,123617,"HGNC:23366","NM_030978","Q9BPX5",TRUE,"ARPC5L"
"259","ARPIN",5,"actin cytoskeleton, cytosol","17","Arp2/3 protein complex",348110,131507,"HGNC:28782","NM_182616","Q7Z6K5",TRUE,"ARPIN"
"260","ARV1",3,"ER membrane","19","nuclear outer membrane-ER membrane network",64801,122307,"HGNC:29561","NM_022786","Q9H2C2",TRUE,"ARV1"
"261","ARVCF",11,"plasma membrane","20","cell junction, plasma membrane",421,106914,"HGNC:728","NM_001670","O00192",TRUE,"ARVCF"
"262","ASAP1",1,"cell junction","-","-",50807,119126,"HGNC:2720","NM_018482","Q9ULH1",TRUE,"ASAP1"
"263","ASCC2",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",84164,123921,"HGNC:24103","NM_032204","Q9H1I8",TRUE,"ASCC2"
"264","ASCC3",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",10973,116170,"HGNC:18697","NM_006828","Q8N3C0",TRUE,"ASCC3"
"265","ASF1A",2,"chromatin","22","chromatin, nucleoplasm",25842,117368,"HGNC:20995","NM_014034","Q9Y294",TRUE,"ASF1A"
"266","ASF1B",2,"chromatin","22","chromatin, nucleoplasm",55723,120845,"HGNC:20996","NM_018154","Q9NVP2",TRUE,"ASF1B"
"267","ASH2L",2,"chromatin","22","chromatin, nucleoplasm",9070,114528,"HGNC:744","NM_004674","Q9UBL3",TRUE,"ASH2L"
"268","ASIC1",11,"plasma membrane","1","no prediction",41,106559,"HGNC:100","NM_020039","P78348",TRUE,"ASIC1"
"269","ASNS",5,"actin cytoskeleton, cytosol","-","-",440,106932,"HGNC:753","NM_001673","P08243",TRUE,"ASNS"
"270","ASPH",6,"ER lumen","4","ER lumen",444,106936,"HGNC:757","NM_004318","Q12797",TRUE,"ASPH"
"271","ASPM",12,"centrosome","1","no prediction",259266,129236,"HGNC:19048","NM_018136","Q8IZT6",TRUE,"ASPM"
"272","ASXL2",1,"cell junction","20","cell junction, plasma membrane",55252,120543,"HGNC:23805","NM_018263","Q76L83",TRUE,"ASXL2"
"273","ATAD1",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",84896,124336,"HGNC:25903","NM_032810","Q8NBU5",TRUE,"ATAD1"
"274","ATAD2",2,"chromatin","22","chromatin, nucleoplasm",29028,118827,"HGNC:30123","NM_014109","Q6PL18",TRUE,"ATAD2"
"275","ATAD3A",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",55210,120506,"HGNC:25567","NM_018188","Q9NVI7",TRUE,"ATAD3A"
"276","ATAD3B",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",83858,123774,"HGNC:24007","NM_031921","Q5T9A4",TRUE,"ATAD3B"
"277","ATAD5",9,"nucleoplasm","22","chromatin, nucleoplasm",79915,122994,"HGNC:25752","NM_024857","Q96QE3",TRUE,"ATAD5"
"278","ATF6",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",22926,116586,"HGNC:791","NM_007348","P18850",TRUE,"ATF6"
"279","ATF7IP",2,"chromatin","22","chromatin, nucleoplasm",55729,120849,"HGNC:20092","NM_018179","Q6VMQ6",TRUE,"ATF7IP"
"280","ATG2A",20,"early endosome, recycling endosome","18","endosome, lysosome",23130,116748,"HGNC:29028","NM_015104","Q2TAZ0",TRUE,"ATG2A"
"281","ATG2B",13,"mitochondrial outer membrane, peroxisome","1","no prediction",55102,120412,"HGNC:20187","NM_018036","Q96BY7",TRUE,"ATG2B"
"282","ATG3",5,"actin cytoskeleton, cytosol","-","-",64422,122171,"HGNC:20962","NM_022488","Q9NT62",TRUE,"ATG3"
"283","ATG4C",7,"endosome, lysosome","18","endosome, lysosome",84938,124372,"HGNC:16040","NM_032852","Q96DT6",TRUE,"ATG4C"
"284","ATG9A",3,"ER membrane","-","-",79065,122518,"HGNC:22408","NM_024085","Q7Z3C6",TRUE,"ATG9A"
"285","ATL1",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",51062,119254,"HGNC:11231","NM_001127713","Q8WXF7",TRUE,"ATL1"
"286","ATL2",3,"ER membrane","19","nuclear outer membrane-ER membrane network",64225,122115,"HGNC:24047","NM_022374","Q8NHH9",TRUE,"ATL2"
"287","ATP11A",11,"plasma membrane","20","cell junction, plasma membrane",23250,116854,"HGNC:13552","NM_015205","P98196",TRUE,"ATP11A"
"288","ATP11C",7,"endosome, lysosome","18","endosome, lysosome",286410,130370,"HGNC:13554","NM_173694","Q8NB49",TRUE,"ATP11C"
"289","ATP13A1",3,"ER membrane","19","nuclear outer membrane-ER membrane network",57130,121393,"HGNC:24215","NM_020410","Q9HD20",TRUE,"ATP13A1"
"290","ATP13A2",7,"endosome, lysosome","18","endosome, lysosome",23400,116973,"HGNC:30213","NM_022089","Q9NQ11",TRUE,"ATP13A2"
"291","ATP13A3",7,"endosome, lysosome","18","endosome, lysosome",79572,122719,"HGNC:24113","NM_024524","Q9H7F0",TRUE,"ATP13A3"
"292","ATP1A1",11,"plasma membrane","20","cell junction, plasma membrane",476,106966,"HGNC:799","NM_001160233","P05023",TRUE,"ATP1A1"
"293","ATP1B3",11,"plasma membrane","1","no prediction",483,106973,"HGNC:806","NM_001679","P54709",TRUE,"ATP1B3"
"294","ATP2A2",3,"ER membrane","19","nuclear outer membrane-ER membrane network",488,106978,"HGNC:812","NM_001681","P16615",TRUE,"ATP2A2"
"295","ATP2B1",11,"plasma membrane","20","cell junction, plasma membrane",490,106980,"HGNC:814","NM_001682","P20020",TRUE,"ATP2B1"
"296","ATP2B4",11,"plasma membrane","20","cell junction, plasma membrane",493,106983,"HGNC:817","NM_001001396","P23634",TRUE,"ATP2B4"
"297","ATP2C1",14,"Golgi apparatus","9","Golgi apparatus",27032,117963,"HGNC:13211","NM_001001486","P98194",TRUE,"ATP2C1"
"298","ATP5F1A",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",498,106987,"HGNC:823","NM_004046","P25705",TRUE,"ATP5F1A"
"299","ATP5F1B",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",506,106994,"HGNC:830","NM_001686","P06576",TRUE,"ATP5F1B"
"300","ATP5F1C",4,"mitochondrial matrix","1","no prediction",509,106997,"HGNC:833","NM_005174","P36542",TRUE,"ATP5F1C"
"301","ATP5IF1",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",93974,125063,"HGNC:871","NM_016311","Q9UII2",TRUE,"ATP5IF1"
"302","ATP5ME",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",521,107005,"HGNC:846","NM_007100","P56385",TRUE,"ATP5ME"
"303","ATP5MF-PTCD1",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",100526740,1529301,"HGNC:38844","NM_001198879.1","",TRUE,"ATP5MF-PTCD1"
"304","ATP5PB",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",515,107000,"HGNC:840","NM_001688","P24539",TRUE,"ATP5PB"
"305","ATP5PF",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",522,107006,"HGNC:847","NM_001685","P18859",TRUE,"ATP5PF"
"306","ATP5PO",6,"ER lumen","-","-",539,107021,"HGNC:850","NM_001697","P48047",TRUE,"ATP5PO"
"307","ATP6AP2",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",10159,115461,"HGNC:18305","NM_005765","O75787",TRUE,"ATP6AP2"
"308","ATP6V1B1",1,"cell junction","1","no prediction",525,107008,"HGNC:853","NM_001692","P15313",TRUE,"ATP6V1B1"
"309","ATP6V1B2",7,"endosome, lysosome","18","endosome, lysosome",526,107009,"HGNC:854","NM_001693","P21281",TRUE,"ATP6V1B2"
"310","ATP6V1F",3,"ER membrane","13","cytoplasmic ribonucleoprotein granule",9296,114710,"HGNC:16832","NM_004231","Q16864",TRUE,"ATP6V1F"
"311","ATP6V1H",7,"endosome, lysosome","-","-",51606,119635,"HGNC:18303","NM_015941","Q9UI12",TRUE,"ATP6V1H"
"312","ATP7A",1,"cell junction","20","cell junction, plasma membrane",538,107020,"HGNC:869","NM_000052","Q04656",TRUE,"ATP7A"
"313","ATP7B",7,"endosome, lysosome","18","endosome, lysosome",540,107022,"HGNC:870","NM_000053","P35670",TRUE,"ATP7B"
"314","ATP8A1",7,"endosome, lysosome","18","endosome, lysosome",10396,115668,"HGNC:13531","NM_006095","Q9Y2Q0",TRUE,"ATP8A1"
"315","ATP8B2",11,"plasma membrane","20","cell junction, plasma membrane",57198,121445,"HGNC:13534","NM_020452","P98198",TRUE,"ATP8B2"
"316","ATP9A",20,"early endosome, recycling endosome","18","endosome, lysosome",10079,115389,"HGNC:13540","NM_006045","O75110",TRUE,"ATP9A"
"317","ATPAF1",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",64756,122270,"HGNC:18803","NM_022745","Q5TC12",TRUE,"ATPAF1"
"318","ATRIP",5,"actin cytoskeleton, cytosol","1","no prediction",84126,313463,"HGNC:33499","NM_130384","Q8WXE1",TRUE,"ATRIP"
"319","ATRX",9,"nucleoplasm","22","chromatin, nucleoplasm",546,107028,"HGNC:886","NM_000489","P46100",TRUE,"ATRX"
"320","ATXN2",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",6311,112218,"HGNC:10555","NM_002973","Q99700",TRUE,"ATXN2"
"321","ATXN2L",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",11273,116429,"HGNC:31326","NM_007245","Q8WWM7",TRUE,"ATXN2L"
"322","ATXN3",13,"mitochondrial outer membrane, peroxisome","1","no prediction",4287,110433,"HGNC:7106","NM_004993","P54252",TRUE,"ATXN3"
"323","AUP1",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",550,107031,"HGNC:891","NM_181575","Q9Y679",TRUE,"AUP1"
"324","AURKA",11,"plasma membrane","20","cell junction, plasma membrane",6790,112666,"HGNC:11393","NM_003600","O14965",TRUE,"AURKA"
"325","AURKB",2,"chromatin","-","-",9212,114646,"HGNC:11390","NM_004217","Q96GD4",TRUE,"AURKB"
