"","Suggested.Symbol","U1","S1","U2","S2","U3","S3","U4","S4","U5","S5","U6","S6","U7","S7","U8","S8","U9","S9","U10","S10","U11","S11","name","ID"
"144","PGRMC1",656580,92937,63151,23289,258010,33435,164740,43104,130550,20761,219670,46926,79788,NA,25773,NA,2989.7,NA,32138,7663.8,204950,40186,"PGRMC1","O00264"
"145","SUPT5H",NA,NA,NA,NA,NA,NA,NA,6607.1,NA,NA,218.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUPT5H","O00267"
"146","DFFA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DFFA","O00273"
"147","HIP1",NA,NA,NA,NA,573.47,NA,NA,NA,NA,NA,1150.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.83,"HIP1","O00291"
"148","LEFTY1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEFTY1","O75610"
"149","CLIC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372420,278700,NA,NA,NA,NA,88032,63197,NA,NA,"CLIC1","O00299"
"150","EIF3F",2751,8708.9,5772.3,777.69,5937.6,4895.8,8061.8,35788,7124.6,4214.8,83228,4105.2,5292.3,3060.5,130570,25486,10951,NA,3709.7,NA,8741.7,6783.9,"EIF3F","O00303"
"151","PIK3CD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIK3CD","O00329"
"152","PDHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PDHX","O00330"
"153","MATN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATN2","O00339"
"154","QSOX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QSOX1","O00391"
"155","SLC33A1",1410.1,969.43,663.71,NA,4919.7,NA,3324,NA,952.82,NA,774.73,1260.4,1319,78912,NA,NA,NA,NA,NA,NA,855.27,NA,"SLC33A1","O00400"
"156","WASL",NA,2663.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.29,NA,NA,NA,NA,2506.2,"WASL","O00401"
"157","IPO5",8955.3,1987.6,9794.9,2454.8,23476,5596.8,17801,4021.3,11252,1922.8,11188,9174.3,16393,3653.4,18071,3490.3,23788,546.39,2722.6,517.79,5135.5,1646,"IPO5","O00410"
"158","SAP18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5729.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAP18","O00422"
"159","IGF2BP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9598.1,4218,2149.3,NA,181.49,NA,669.27,146.65,"IGF2BP3","O00425"
"160","DNM1L",592.15,NA,2206.7,NA,2855.9,148.35,5155.1,NA,8592.6,459.64,6637.7,NA,1097.4,NA,10387,1563.5,5149.4,NA,524.96,NA,44.575,NA,"DNM1L","O00429"
"161","RTCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2463.9,NA,NA,NA,NA,NA,NA,NA,"RTCA","O00442"
"162","LST1",8431.1,NA,52719,24714,5247.8,NA,46690,18281,12182,NA,21493,NA,38809,NA,45139,NA,186320,16112,12736,NA,19755,8697.9,"LST1","O00453"
"163","GOLIM4",5934.3,397.43,7286.8,NA,2860.9,NA,3362.8,NA,1100.4,NA,59426,NA,848,NA,NA,NA,NA,NA,141.66,NA,NA,NA,"GOLIM4","O00461"
"164","MANBA",NA,NA,NA,NA,NA,NA,829.94,NA,NA,NA,NA,NA,NA,NA,534.82,577.61,NA,NA,NA,NA,NA,NA,"MANBA","O00462"
"165","AGRN",NA,NA,385.65,4297.7,524.45,8252,4385.5,3084.1,2082.5,27366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGRN","O00468"
"166","PLOD2",35881,2162,2533.5,NA,7142.1,NA,2691.4,NA,5120.8,NA,4309,NA,969.74,181.37,NA,NA,NA,NA,1306.2,76.477,NA,NA,"PLOD2","O00469"
"167","EXOC5",NA,NA,NA,NA,NA,NA,1031,NA,732.7,NA,NA,NA,993.27,NA,1419.2,NA,3985,NA,NA,NA,246.53,NA,"EXOC5","O00471"
"168","BTN3A3",8750,NA,5741.1,NA,25028,4549.1,20481,1276,6504.7,NA,10195,3697.2,23425,5255.7,6264.3,NA,85197,3579.2,7010.8,NA,8010,NA,"BTN3A3","O00478"
"169","BTN3A1",NA,NA,NA,NA,3233.4,NA,1099.6,NA,NA,NA,NA,NA,594.41,NA,825.8,NA,5703.2,NA,2323.1,NA,NA,NA,"BTN3A1","O00481"
"170","NDUFA4",NA,NA,NA,7291.7,16558,3930.5,7777.8,NA,NA,NA,NA,6513.6,NA,NA,NA,NA,NA,NA,770.12,NA,3055.5,NA,"NDUFA4","O00483"
"171","PSMD14",3097.2,NA,NA,NA,10433,NA,6964.3,NA,23693,NA,688,NA,3316.6,NA,11099,NA,6134,NA,578.76,NA,2853.6,NA,"PSMD14","O00487"
"172","BIN1",1920.2,NA,1533.8,NA,4706.8,NA,6129.4,NA,6525.2,NA,NA,NA,1120.4,NA,734.27,NA,7400,NA,207.5,NA,958.53,NA,"BIN1","O00499"
"173","CLDN5",NA,NA,NA,NA,595,NA,NA,NA,NA,NA,336.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLDN5","O00501"
"174","KPNA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPNA3","O00505"
"175","STK25",NA,NA,904.19,NA,NA,NA,1204.9,NA,NA,NA,262.09,NA,2262.2,NA,918.07,NA,5009.3,NA,574.01,NA,871.47,NA,"STK25","O00506"
"176","KRIT1",866.4,NA,5926.5,NA,3822.6,27.837,4662,1252.6,3058.5,NA,2371.7,322.51,6060.2,2284.3,1069.5,NA,9802.9,NA,1306,NA,6343.5,2480.7,"KRIT1","O00522"
"177","VWA5A",NA,NA,3018.9,NA,6096,888.69,6620.4,NA,1727.6,NA,1890.4,650.33,669.04,NA,1036.9,NA,5106.1,NA,241.28,NA,1038.4,NA,"VWA5A","O00534"
"178","EBAG9",4232.1,NA,NA,NA,NA,NA,7657.3,NA,4909.6,NA,NA,NA,5321.6,NA,NA,NA,NA,NA,NA,NA,9595.5,NA,"EBAG9","O00559"
"179","SDCBP",162190,55042,29155,98335,95473,20084,416520,293900,51970,78327,NA,NA,397710,23471,591250,219210,327810,32408,150440,105020,192050,74563,"SDCBP","O00560"
"180","NOP56",1119.3,599.87,NA,NA,1944.8,2236.3,NA,336.61,1522.3,NA,2227.7,2391.3,NA,NA,1801.4,1095.6,197.49,NA,NA,NA,NA,421.54,"NOP56","O00567"
"181","DDX3X",10175,3370.5,7937.2,1474.5,20114,6491.8,15044,3303.9,29433,8475.2,10764,10084,5150.3,4079.5,NA,NA,16674,NA,2605.8,NA,3295.4,NA,"DDX3X","O00571"
"182","RNASET2",4956.3,NA,3134.2,NA,988.42,NA,753.5,NA,3020.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RNASET2","O00584"
"183","CCL21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3149.9,NA,NA,NA,NA,NA,NA,"CCL21","O00585"
"184","PODXL",38665,71986,42581,30012,428050,200980,377210,202070,45699,80857,NA,NA,317650,273120,124080,48600,352960,30395,158130,90356,288360,146240,"PODXL","O00592"
"185","FCN1",16727,2405.1,12743,13397,24569,5130.9,46462,7254.5,1207.9,1723.6,20141,11686,52883,4891.2,22715,7517.9,19979,2929.2,8945.1,889.23,26842,4650.2,"FCN1","O00602"
"186","KPNA4",1154.2,NA,3834.8,NA,4010.6,NA,5100.4,655.05,8923.5,NA,7928.9,1516.1,3798.3,NA,16713,1933.8,13180,NA,NA,NA,1625.1,NA,"KPNA4","O00629"
"187","PPP6C",NA,NA,1514.7,NA,4030.1,NA,2782.5,NA,10255,NA,3313.1,NA,1819.8,NA,7683.3,NA,8933.7,NA,NA,NA,NA,NA,"PPP6C","O00743"
"188","MAN2B1",NA,NA,NA,NA,419.19,NA,751.28,NA,NA,NA,NA,NA,144.73,NA,45.299,NA,NA,NA,NA,NA,216.57,33.927,"MAN2B1","O00754"
"189","FBP2",NA,NA,NA,NA,NA,NA,2959.7,NA,NA,NA,NA,NA,1561.5,NA,9457.4,NA,3250,NA,745.69,NA,997.06,NA,"FBP2","O00757"
"190","ACACB",NA,NA,NA,NA,NA,NA,103.08,NA,NA,NA,455.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACACB","O00763"
"191","PDXK",2201,163.96,2807,1575.1,33935,1296.6,29762,5631.6,2887.5,2744.9,2602.3,5838.4,15465,2057.5,15838,2012.5,38173,1058.5,3268.5,NA,9118.5,622.27,"PDXK","O00764"
"192","SCD",NA,NA,NA,NA,NA,NA,NA,NA,576.31,NA,225.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCD","O00767"
"193","CLDN4",NA,NA,NA,NA,NA,NA,27101,NA,NA,NA,NA,NA,108730,NA,547550,NA,405640,NA,26155,NA,141300,NA,"CLDN4","O14493"
"194","PLPP1",21160,NA,32774,NA,186790,11065,36449,3874.4,20596,NA,121960,27326,48240,3543.5,767.2,NA,33929,NA,1989.9,NA,1729.4,NA,"PPAP2A","O14494"
"195","PLPP3",NA,NA,NA,NA,5009.6,15159,9762.3,13165,NA,NA,NA,NA,5339.4,NA,5427.6,NA,6646,NA,2043.3,NA,17018,NA,"PPAP2B","O14495"
"196","ISLR",3047.4,NA,5140.5,NA,1927.2,NA,744.53,NA,NA,NA,8011.8,NA,177.77,NA,7542.5,1193.2,NA,NA,NA,NA,9126.7,878.99,"ISLR","O14498"
"197","SDHD",NA,NA,8353.5,NA,NA,NA,NA,NA,14900,NA,9342.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SDHD","O14521"
"198","C2CD2L",NA,NA,NA,NA,NA,NA,NA,NA,438.58,NA,353.33,NA,NA,13803,NA,NA,NA,NA,NA,NA,NA,NA,"C2CD2L","O14523"
"199","DPYSL4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPYSL4","O14531"
"200","TRAFD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.59,NA,NA,NA,NA,NA,"TRAFD1","O14545"
"201","HSPB6",NA,NA,4460.6,NA,33568,NA,76943,4803,1631.3,NA,13111,NA,2199.6,NA,NA,NA,4016.6,NA,3517.2,NA,NA,NA,"HSPB6","O14558"
"202","NDUFAB1",5939.2,NA,5148.5,NA,7841.7,NA,8177.4,NA,11911,NA,13048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NDUFAB1","O14561"
"203","CYB561D2",45062,3494,20916,NA,31209,NA,15594,3308.1,39514,NA,38728,NA,5959.4,NA,NA,NA,NA,NA,2767.6,NA,1345.5,NA,"CYB561D2","O14569"
"204","COPE",24297,4732.3,3869.2,2534.8,81076,13264,22571,6796.8,12306,7098.4,9439.4,17259,9937.2,NA,13151,1716,5052,NA,357.35,NA,30458,3180.9,"COPE","O14579"
"205","NCAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCAN","O14594"
"206","CTDSP2",NA,NA,5320.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5139.7,NA,NA,NA,1358.1,NA,"CTDSP2","O14595"
"207","EIF1AX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3204.6,NA,2547.7,NA,NA,NA,NA,NA,"EIF1AX","P47813"
"208","AP3D1",399.74,NA,NA,NA,2130.1,NA,1502.8,NA,2016.9,NA,25672,NA,320.73,NA,428.59,NA,NA,NA,NA,NA,NA,69.834,"AP3D1","O14617"
"209","CCS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1197.9,NA,NA,NA,NA,NA,NA,NA,"CCS","O14618"
"210","GPR171",NA,NA,NA,NA,1808.4,NA,1490.2,NA,NA,NA,NA,NA,1526.1,NA,NA,NA,6074,NA,NA,NA,2092,NA,"GPR171","O14626"
"211","ENPP3",1982.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENPP3","O14638"
"212","GOSR2",72407,4044.9,13422,NA,63803,NA,35810,4799.5,14279,2387.6,42420,NA,6808.1,NA,639.47,NA,NA,NA,3103.1,NA,11680,5306.9,"GOSR2","O14653"
"213","TOR1A",3386.5,NA,NA,NA,1046.3,NA,NA,NA,NA,NA,1611.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOR1A","O14656"
"214","TOR1B",1484.3,NA,NA,NA,2513.4,NA,NA,NA,17659,NA,1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOR1B","O14657"
"215","STX16",7235.4,NA,NA,NA,NA,NA,1677.1,NA,1940.4,NA,1473.7,NA,747.45,NA,2011.7,NA,NA,NA,NA,NA,NA,NA,"STX16","O14662"
"216","ADAM10",37129,3427.9,44465,4124.6,43625,2566.5,24228,5407.7,NA,NA,66142,3998.1,31404,5462,43603,3771.8,73831,2467.7,8856.9,1303.1,NA,NA,"ADAM10","O14672"
"217","TP53I11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TP53I11","O14683"
"218","PTGES",NA,NA,NA,NA,NA,NA,7262,NA,NA,NA,NA,NA,NA,NA,NA,NA,4553.7,NA,NA,NA,NA,NA,"PTGES","O14684"
"219","ITGB1BP1",27362,2633.8,NA,NA,NA,NA,8350.8,NA,NA,NA,NA,5169.5,15807,13467,7879.7,NA,55843,NA,6804.1,NA,16324,8229.8,"ITGB1BP1","O14713"
"220","ACOT8",NA,798.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACOT8","O14734"
"221","CDIPT",137280,12171,22466,NA,54258,1030.9,32110,7155.2,74248,NA,53566,NA,9986.9,NA,NA,NA,NA,NA,2396.9,NA,20411,447.88,"CDIPT","O14735"
"222","PDCD5",11440,NA,NA,NA,11504,NA,2515.4,NA,NA,NA,NA,NA,1321.7,NA,1813.8,NA,8969.1,NA,NA,NA,1664.5,NA,"PDCD5","O14737"
"223","PRMT5",NA,NA,562.44,NA,NA,NA,541.59,NA,6724.9,1689.3,40775,NA,675.44,NA,1232.6,558.02,694.02,NA,NA,NA,909.34,279.65,"PRMT5","O14744"
"224","SLC9A3R1",86926,71695,129620,80916,973230,318220,355220,183160,90517,42626,101700,366590,297930,389470,112320,21866,281930,28597,100830,69335,199840,95623,"SLC9A3R1","O14745"
"225","HSD17B6",8128.6,NA,4058.8,NA,79138,819.57,21816,NA,1626.7,NA,60209,NA,2740.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HSD17B6","O14756"
"226","TNFRSF10B",2690,NA,1202.5,NA,NA,NA,512.25,NA,NA,NA,NA,NA,NA,NA,3164.6,NA,3113.3,NA,NA,NA,NA,NA,"TNFRSF10B","O14763"
"227","TPP1",NA,NA,6405.4,2770.1,NA,NA,19324,15369,NA,NA,NA,NA,5447,NA,NA,NA,846.05,1018.4,2448.5,1394.7,NA,NA,"TPP1","O14773"
"228","TCERG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TCERG1","O14776"
"229","NRP1",2017.7,NA,981.71,NA,843.76,NA,3064.1,NA,NA,NA,1645,NA,NA,NA,NA,NA,6712.3,NA,87.696,NA,133.9,NA,"NRP1","O14786"
"230","TNPO2",NA,NA,NA,NA,NA,NA,NA,NA,1243,NA,354.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TNPO2","O14787"
"231","APOL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"APOL1","O14791"
"232","HS3ST1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS3ST1","O14792"
"233","TNFRSF10C",NA,NA,9101.9,NA,NA,NA,NA,NA,NA,NA,685.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TNFRSF10C","O14798"
"234","MRAS",NA,NA,NA,NA,5381,NA,3618.6,2596.1,NA,NA,NA,3033.1,3705.1,NA,4175.2,NA,13363,1866.9,1084,NA,NA,1921,"MRAS","O14807"
"235","TSPAN4",55355,1338.8,43102,3195.5,101210,NA,77530,12624,23465,NA,10801,7179.8,63688,NA,34391,NA,168990,NA,22925,NA,35014,3568.9,"TSPAN4","O14817"
"236","PSMA7",13585,3801.2,13688,NA,24188,2830.3,28696,1696.5,NA,NA,17862,2236.2,NA,NA,NA,NA,62347,NA,22755,3270.5,NA,NA,"PSMA7","O14818"
"237","SCAMP3",27832,20127,3398.5,4332.7,5147.2,6263.2,18866,4852,NA,NA,11902,3386.6,9059.3,NA,63154,11809,6690.1,NA,3216.1,NA,14515,11186,"SCAMP3","O14828"
"238","OPLAH",NA,NA,NA,NA,NA,NA,NA,NA,10544,2049,217.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPLAH","O14841"
"239","IFIT3",7787.4,1478.5,NA,NA,14783,3182.6,82.578,NA,2184.6,NA,NA,3102.7,432.61,NA,2294,NA,19524,NA,874.52,NA,NA,NA,"IFIT3","O14879"
"240","MGST3",16940,4941.6,6492.2,4732.5,35293,12919,17999,23807,36259,15506,36003,10142,3822.2,NA,NA,NA,NA,NA,2618.1,NA,6278,49185,"MGST3","O14880"
"241","IRF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRF6","O14896"
"242","TAX1BP3",NA,3818.6,NA,10842,4953.7,7351.5,14325,8264.3,2365.6,11767,NA,11058,6451.9,17866,19450,NA,19907,NA,1665.7,7341.4,157.28,3933.2,"TAX1BP3","O14907"
"243","GIPC1",5878.1,501.8,25293,2515.4,27443,1144.4,16049,14435,36397,6722.2,16951,2885.9,28065,24969,21985,3771.7,49938,NA,9461.1,NA,15699,3753.9,"GIPC1","O14908"
"244","IKBKB",91.501,NA,210.79,NA,NA,NA,NA,3245.9,321.34,NA,221.63,NA,NA,NA,NA,NA,NA,NA,NA,2456.5,NA,NA,"IKBKB","O14920"
"245","TIMM23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TIMM23","O14925"
"246","HAT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAT1","O14929"
"247","UBE2L6",NA,NA,5907.2,NA,23732,12976,12859,NA,27971,NA,NA,16766,7403.1,NA,4977.8,NA,88495,3742,4237.8,NA,2310.6,NA,"UBE2L6","O14933"
"248","CASK",11292,NA,16364,NA,13591,NA,11132,NA,12783,NA,10728,NA,7905,NA,9735.8,NA,13197,NA,1439,NA,4054.8,NA,"CASK","O14936"
"249","PLD2",2772.3,NA,NA,NA,254.4,NA,467.81,NA,454.21,NA,NA,NA,487.41,NA,141.25,NA,1630.2,NA,NA,NA,NA,NA,"PLD2","O14939"
"250","MYL12B",62865,186190,69696,199570,NA,NA,84805,103760,225190,128110,NA,NA,78413,99182,79142,19606,166670,44707,37285,32064,NA,NA,"MYL12B","O14950"
"251","HGS",4928.7,171.55,4610.9,NA,3650.6,NA,13639,NA,5186.9,NA,3161.4,177.07,11790,NA,20134,NA,17067,NA,3890.4,NA,11387,NA,"HGS","O14964"
"252","RAB29",5502.7,NA,NA,NA,12606,NA,1864.2,NA,NA,NA,NA,NA,819.88,NA,537.36,NA,1059.3,NA,NA,NA,NA,NA,"RAB29","O14966"
"253","CLGN",2054.4,1048.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLGN","O14967"
"254","PPP1R12A",NA,NA,1131.2,368.62,315.88,244.23,1072.2,NA,811.06,NA,250.8,378.58,1024.6,364.72,963.08,NA,2842.6,NA,590.75,NA,1345.1,NA,"PPP1R12A","O14974"
"255","GAK",NA,NA,NA,NA,180.93,81.097,NA,NA,4596.9,NA,908.79,275.68,NA,NA,68.292,NA,116.45,NA,NA,NA,NA,NA,"GAK","O14976"
"256","HNRNPDL",1146.1,1683.7,NA,NA,NA,1390.4,NA,NA,1822.8,2319.5,NA,NA,NA,NA,NA,NA,NA,NA,422.94,NA,510.53,422.85,"HNRNPDL","O14979"
"257","XPO1",4067.3,2343.5,5896.7,NA,8904.1,2735.4,8368.8,591.87,11060,415.72,4944.9,3317.2,5149.9,1011.1,NA,NA,19893,NA,3176,393.11,6134.2,675.53,"XPO1","O14980"
"258","ATP2A1",NA,142,13481,2462.1,2394.3,NA,6099.1,577.27,3642.4,NA,290.04,NA,881.15,NA,NA,NA,NA,NA,451.79,NA,NA,NA,"ATP2A1","O14983"
"259","PIP5K1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIP5K1B","O14986"
"260","ARHGEF10",NA,NA,NA,NA,137.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARHGEF10","O15013"
"261","SPTBN2",NA,NA,NA,NA,NA,NA,NA,NA,1878.8,96.803,697.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.817,"SPTBN2","O15020"
"262","MAST4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.33,NA,1079.9,NA,NA,NA,104.68,NA,"MAST4","O15021"
"263","SEC16A",142.12,165.56,190.53,3827.7,38.368,NA,NA,NA,123.12,NA,169.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946.69,"SEC16A","O15027"
"264","PLXNB2",55996,12851,39170,11310,58261,2780.7,54958,5844.5,42774,6023.6,NA,NA,63486,6158.7,40051,910.36,189680,3118.5,25173,3151.9,NA,NA,"PLXNB2","O15031"
"265","U2SURP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1336.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U2SURP","O15042"
"266","PFAS",NA,NA,NA,NA,NA,NA,163.06,NA,NA,NA,119.7,NA,127.36,NA,625.95,NA,325.78,NA,NA,NA,NA,NA,"PFAS","O15067"
"267","ANKRD28",NA,NA,NA,NA,NA,NA,3317.7,12674,8921.7,11588,NA,NA,NA,NA,NA,NA,2798.4,20678,NA,NA,NA,NA,"ANKRD28","O15084"
"268","CHUK",NA,NA,NA,NA,NA,NA,4680.6,NA,NA,NA,NA,NA,1312.8,NA,1004.1,7240.6,2460.7,NA,846.83,NA,615.39,NA,"CHUK","O15111"
"269","LSM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LSM1","O15116"
"270","FYB1",NA,NA,NA,NA,NA,NA,1135.5,NA,NA,NA,NA,NA,594.73,NA,1256.4,NA,24625,NA,352.37,NA,1750.3,NA,"FYB","O15117"
"271","NPC1",1974.7,NA,NA,NA,896.63,NA,1199,NA,7854.1,NA,432.56,NA,1231.3,NA,2631.5,NA,328.13,NA,62.693,NA,686.52,NA,"NPC1","O15118"
"272","AGPAT2",NA,NA,NA,NA,NA,NA,3666.6,NA,NA,NA,NA,NA,956.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGPAT2","O15120"
"273","DEGS1",19766,3652.1,NA,NA,4614,NA,5771.7,NA,20473,646.43,NA,NA,2485.5,NA,1118.6,NA,NA,NA,NA,NA,612.69,NA,"DEGS1","O15121"
"274","SCAMP1",24872,3135.6,6485.3,NA,19189,NA,10578,1338.1,19817,NA,18242,NA,3934.4,NA,6697.2,NA,3339.8,NA,807.94,NA,7098.7,NA,"SCAMP1","O15126"
"275","SCAMP2",26086,7249.5,6319.1,5691.1,64207,8489.7,89765,5005.5,33222,16308,NA,NA,35946,NA,23265,NA,34089,NA,13286,NA,6617.6,1208.8,"SCAMP2","O15127"
"276","ARPC1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67010,14518,NA,NA,NA,NA,14930,1719.1,44516,7507,"ARPC1B","O15143"
"277","ARPC2",16317,8129.9,48025,8334.9,59240,1814.6,86374,16537,NA,NA,69361,11396,43100,22378,NA,NA,105430,1367.2,13434,NA,44421,8946.9,"ARPC2","O15144"
"278","ARPC3",12701,6520.9,12478,NA,28522,4128.4,38490,10796,22540,11308,14343,2670.1,23401,5118.5,NA,NA,46164,2703.7,9546.7,2399.5,25389,7407.3,"ARPC3","O15145"
"279","BET1",NA,34939,NA,NA,NA,NA,40371,18119,NA,NA,36055,31121,NA,NA,13121,NA,NA,NA,NA,NA,NA,NA,"BET1","O15155"
"280","POLR1C",NA,NA,NA,NA,3079.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,896.15,NA,2230.9,NA,NA,NA,NA,NA,"POLR1C","O15160"
"281","PLSCR1",165700,109550,107330,119030,610610,152980,237420,107330,314380,222040,76210,276370,368350,109450,541290,69870,1140500,108950,199070,102930,281330,137860,"PLSCR1","O15162"
"282","PGRMC2",126790,41740,11576,14458,52629,23124,61732,29980,37022,20619,27673,24234,27946,6929.2,10441,NA,NA,NA,17295,5430.1,16888,6084.6,"PGRMC2","O15173"
"283","VILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VILL","O15195"
"284","EPHB6",NA,NA,NA,1307.4,1193.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1367.3,NA,NA,NA,110.41,NA,"EPHB6","O15197"
"285","ADAMDEC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740.69,707.54,NA,NA,NA,NA,NA,NA,"ADAMDEC1","O15204"
"286","PFDN6",NA,NA,NA,NA,NA,NA,1173.2,NA,NA,NA,NA,NA,879.56,NA,4695.2,NA,2368.4,NA,288.47,NA,822.65,NA,"PFDN6","O15212"
"287","GSTA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSTA4","O15217"
"288","GNPAT",NA,NA,560.77,NA,NA,NA,NA,NA,NA,173.16,1130.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GNPAT","O15228"
"289","LAMA5",734.32,2151,53.42,1105,NA,514.28,98.637,NA,NA,NA,222.69,601.64,NA,NA,NA,NA,NA,1971.6,NA,3261.3,NA,NA,"LAMA5","O15230"
"290","ZNF185",NA,NA,NA,NA,2114.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF185","O15231"
