"","Suggested.Symbol","name","ID","U7","S7","B7","U8","S8","B8","U9","S9","B9","U10","S10","B10","U11","S11","B11","C1","C2","C3","C4","C5","U1","S1","B1","U2","S2","B2","U3","S3","B3","U4","S4","B4","U5","S5","B5","U6","S6","B6"
"113","RASA4","RASA4","O43374",0,0,0,0,0,0,732.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.35,0,0,0,0,0,0,0,0
"114","INAFM1","INAFM1","C9JVW0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","PROB1","PROB1","E7EW31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","NACA","NACA","E9PAV3",183.86,1229.8,0,2751.4,594.06,0,2135.2,0,0,262.86,0,0,702.44,947.38,0,418.62,0,208.03,0,0,1666,468.06,0,450,436.45,0,1641.6,458.48,0,1379.1,715.16,0,2626.2,365.8,0,2270.2,449.39,0
"117","STMND1","STMND1","H3BQB6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.87,0,37014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","SMIM22","SMIM22","K7EJ46",423640,112600,0,0,21783,0,0,0,0,73232,0,0,164770,134350,27605,0,214370,0,397390,0,78410,165820,0,5497,0,0,14227,8171,0,349430,351860,0,0,46995,0,0,20773,2609.5
"119","AGPS","AGPS","O00116",256.28,0,0,0,0,0,0,0,0,328.01,0,0,76.658,0,0,0,0,0,0,0,3827.8,2573.6,0,4053.8,233.71,0,3423.7,75.024,0,3324.9,1097,0,1052.5,0,0,12760,185.1,0
"120","KIF2A","KIF2A","O00139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.98,0,0,0,0,0,0,0,0,0,0,0,0,0,14955,0,0,0,0,0
"121","DDX39A","DDX39A","O00148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","PDLIM1","PDLIM1","O00151",20208,4596,0,13884,0,0,35333,0,0,12400,0,0,6424.6,0,0,0,0,0,1874.6,0,4257.3,1911.8,0,8240.8,26999,0,23417,0,0,24826,2038.1,0,8683,3516.5,0,3041.5,0,0
"123","ACOT7","ACOT7","O00154",0,0,0,875.63,0,0,0,0,0,0,0,0,0,0,0,753.38,0,1253.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638.5,0,0,0,0,0
"124","MYO1C","MYO1C","O00159",104600,57396,0,80576,16657,0,154040,6780.5,0,28060,12610,0,46912,16048,0,16795,6139.6,12145,257290,0,38017,23690,0,42327,25187,0,111550,28358,0,75608,40121,363.92,45812,12121,17572,48181,42735,0
"125","MYO1F","MYO1F","O00160",9086.3,0,0,15089,0,0,69456,729.23,0,1848.6,299.1,0,2717.1,437.83,0,0,0,0,0,0,2148.9,788.7,0,1953.5,1074.7,0,7022.6,2347.6,0,16813,1426.3,0,1315.2,0,0,3192.8,380.77,0
"126","SNAP23","SNAP23","O00161",78712,27794,0,105030,14211,0,209810,19706,0,31645,16664,0,30942,11849,351.55,3585.5,22624,1254.5,147130,0,47613,21265,0,30856,26870,0,90714,14355,0,85128,30343,0,32266,18771,0,26542,32633,0
"127","EYA2","EYA2","O00167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","FXYD1","FXYD1","O00168",5998.7,0,0,0,0,0,11390,0,0,0,0,0,4691.5,0,0,0,0,0,0,0,0,0,0,0,0,0,13071,0,0,17593,0,0,0,0,0,0,28475,0
"129","AIP","AIP","O00170",292.01,0,0,509.02,0,0,4131.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3777.6,0,0,819.93,0,0,2451.7,0,0,0,0,0
"130","GTPBP1","GTPBP1","O00178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.46,0,796.56,633.56,0,0,0,0,0,0,0,5406.8,0,0,0,0,0,0,0,0,0,0,0
"131","LGALS9","LGALS9","O00182",11706,3513.1,0,17163,753.66,0,17254,0,0,6401.3,0,0,1641.5,97.75,0,0,15274,0,41965,0,5853,5296.2,0,8453.8,5342.4,0,15381,15330,0,16329,12395,0,14269,2745.6,0,8445.4,16252,0
"132","STXBP3","STXBP3","O00186",52936,12168,0,67374,3670.9,0,112800,2219.8,0,14734,1923.3,0,35938,5359.7,0,16736,1610,28727,1519.4,0,29177,10015,0,13156,3115.7,0,18301,5848.5,0,41828,3278.9,0,28681,8098.4,0,14835,9412.8,0
"133","MASP2","MASP2","O00187",27396,0,3960.7,16622,0,9873.7,16334,7014.8,5851.1,19908,0,7576.8,19727,10479,2227.9,8794.7,0,4571.9,0,0,0,8905.9,6470.6,0,0,0,9195.8,0,5290.5,11710,490.91,1737.4,1812.5,5351.7,1008.8,0,6087.3,8759.6
"134","ARVCF","ARVCF","O00192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.84,0,0,0,0,0,360.5,0,0,0,0,0
"135","RAB27B","RAB27B","O00194",8857.1,0,0,0,0,0,46392,0,0,1345.7,0,0,6340.2,0,0,0,0,0,10626,0,9086.3,0,0,4942.9,0,0,3138.8,0,0,20591,0,0,0,0,0,4100.5,0,0
"136","AP3B1","AP3B1","O00203",0,0,0,154.69,0,0,90.745,0,0,0,0,0,0,0,0,0,0,0,0,0,571.87,130.43,0,0,0,0,1558,438.68,0,356.31,0,0,600.6,0,0,10963,646.1,0
"137","TLR4","TLR4","O00206",0,0,0,758.45,0,0,4210.8,0,0,229.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.44,0,0,0,0,0,0,0,0
"138","LGALS8","LGALS8","O00214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.17,0,0,0,0,0,0,0,0,0,0,12467,958.6,0,0,0,0,0,0,0,0,0,0
"139","PSMD11","PSMD11","O00231",2634.3,0,0,7965.4,0,0,7820.9,0,0,449.9,0,0,2024,447,0,7298.7,0,9331.8,0,0,1823.3,0,0,288.88,0,0,12505,0,0,6052.1,0,0,5972.3,0,0,5916.1,0,0
"140","PSMD12","PSMD12","O00232",3733.4,0,0,7776.4,447.8,0,6302.6,0,0,0,0,0,2276.1,0,0,5696.2,0,10666,0,0,2126.1,0,0,611.59,0,0,5497.6,0,0,3011.3,0,0,1427.3,0,0,2402.1,3550.1,0
"141","PSMD9","PSMD9","O00233",0,0,0,0,0,0,2022.6,0,0,0,0,0,345.55,0,0,0,0,0,721.72,0,0,0,0,0,0,0,1770.7,0,0,1409.6,0,0,2580.6,0,0,0,0,0
"142","SIRPB1","SIRPB1","O00241",0,0,0,0,0,0,426.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","ATOX1","ATOX1","O00244",0,0,0,488.07,0,0,5329.6,0,0,1514.1,0,0,1363.1,0,0,0,0,0,18981,0,0,0,0,0,0,0,0,0,0,1179.2,0,0,0,0,0,0,0,0
"144","PGRMC1","PGRMC1","O00264",79788,0,0,25773,0,0,2989.7,0,0,32138,7663.8,0,204950,40186,0,209940,0,823120,0,54926,656580,92937,0,63151,23289,0,258010,33435,0,164740,43104,0,130550,20761,0,219670,46926,0
"145","SUPT5H","SUPT5H","O00267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6607.1,0,0,0,0,218.3,0,0
"146","DFFA","DFFA","O00273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.67,0,0
"147","HIP1","HIP1","O00291",0,0,0,0,0,0,0,0,0,0,0,0,0,109.83,0,0,0,0,0,0,0,0,0,0,0,0,573.47,0,0,0,0,0,0,0,0,1150.7,0,0
"148","LEFTY1","LEFTY1","O75610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","CLIC1","CLIC1","O00299",372420,278700,0,489210,189040,26983,709030,76530,3383.5,88032,63197,0,389210,110140,400.8,73613,123180,147110,2019200,6503.7,77035,115310,4922.4,33733,156330,2506,691070,260370,4104.7,463510,360650,2720.4,52811,96634,1894.7,14341,345940,5128.6
"150","EIF3F","EIF3F","O00303",5292.3,3060.5,0,130570,25486,0,10951,0,0,3709.7,0,0,8741.7,6783.9,0,2963.8,0,1439.5,0,0,2751,8708.9,0,5772.3,777.69,0,5937.6,4895.8,0,8061.8,35788,0,7124.6,4214.8,0,83228,4105.2,0
"151","PIK3CD","PIK3CD","O00329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.55,0,0
"152","PDHX","PDHX","O00330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","MATN2","MATN2","O00339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681.06,0,1142.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","QSOX1","QSOX1","O00391",4711.3,1995.9,5379.2,24381,25182,16486,13330,2655.7,1934,5172.2,0,5587.7,4446.6,2875.2,5415.8,5713.9,0,2443.8,18086,1581.2,9635.5,3862,3933.3,6520.8,1117.3,6022.7,2465.7,4261.5,2192.5,3538.8,5297.5,5715.9,13959,13314,5190.1,4680.1,987.71,1743.3
"155","SLC33A1","SLC33A1","O00400",1319,78912,0,0,0,0,0,0,0,0,0,0,855.27,0,0,0,0,0,0,0,1410.1,969.43,0,663.71,0,0,4919.7,0,0,3324,0,0,952.82,0,0,774.73,1260.4,0
"156","WASL","WASL","O00401",0,0,0,0,0,0,594.29,0,0,0,0,0,0,2506.2,0,0,0,0,0,0,0,2663.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","IPO5","IPO5","O00410",16393,3653.4,0,18071,3490.3,0,23788,546.39,0,2722.6,517.79,0,5135.5,1646,0,11495,0,18219,1194,0,8955.3,1987.6,0,9794.9,2454.8,0,23476,5596.8,0,17801,4021.3,0,11252,1922.8,0,11188,9174.3,0
"158","SAP18","SAP18","O00422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5729.1,0,0
"159","IGF2BP3","IGF2BP3","O00425",0,0,0,9598.1,4218,0,2149.3,0,0,181.49,0,0,669.27,146.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","DNM1L","DNM1L","O00429",1097.4,0,0,10387,1563.5,0,5149.4,0,0,524.96,0,0,44.575,0,0,0,0,116.75,0,0,592.15,0,0,2206.7,0,0,2855.9,148.35,0,5155.1,0,0,8592.6,459.64,0,6637.7,0,0
"161","RTCA","RTCA","O00442",0,0,0,2463.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","LST1","LST1","O00453",38809,0,0,45139,0,0,186320,16112,0,12736,0,0,19755,8697.9,0,0,0,0,0,0,8431.1,0,0,52719,24714,0,5247.8,0,0,46690,18281,0,12182,0,0,21493,0,0
"163","GOLIM4","GOLIM4","O00461",848,0,0,0,0,0,0,0,0,141.66,0,0,0,0,0,356.08,0,0,0,0,5934.3,397.43,0,7286.8,0,0,2860.9,0,0,3362.8,0,0,1100.4,0,0,59426,0,0
"164","MANBA","MANBA","O00462",0,0,0,534.82,577.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829.94,0,0,0,0,0,0,0,0
"165","AGRN","AGRN","O00468",1941.6,1886.5,427.47,6747.2,42843,5339.5,2026.2,24013,199.12,9917.3,42004,101.38,6569.2,53739,1460.6,0,0,0,0,0,1211.5,9113,291.1,385.65,4297.7,0,524.45,8252,0,4385.5,3084.1,0,2082.5,27366,0,1680.9,8105.1,4506.4
"166","PLOD2","PLOD2","O00469",969.74,181.37,0,1238.3,200.78,121.42,0,0,0,1306.2,76.477,0,0,0,0,0,0,277.18,0,585.42,35881,2162,0,2533.5,0,0,7142.1,0,0,2691.4,0,0,5120.8,0,0,4309,0,0
"167","EXOC5","EXOC5","O00471",993.27,0,0,1419.2,0,0,3985,0,0,0,0,0,246.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,0,0,732.7,0,0,0,0,0
"168","BTN3A3","BTN3A3","O00478",23425,5255.7,0,6264.3,0,0,85197,3579.2,0,7010.8,0,0,8010,0,0,183.78,0,0,5003.9,0,8750,0,0,5741.1,0,0,25028,4549.1,0,20481,1276,0,6504.7,0,0,10195,3697.2,0
"169","BTN3A1","BTN3A1","O00481",594.41,0,0,825.8,0,0,5703.2,0,0,2323.1,0,0,0,0,0,0,0,0,1616.3,0,0,0,0,0,0,0,3233.4,0,0,1099.6,0,0,0,0,0,0,0,0
"170","NDUFA4","NDUFA4","O00483",0,0,0,0,0,0,0,0,0,770.12,0,0,3055.5,0,0,0,0,0,0,0,0,0,0,0,7291.7,0,16558,3930.5,0,7777.8,0,0,0,0,0,0,6513.6,0
"171","PSMD14","PSMD14","O00487",3316.6,0,0,11099,0,0,6134,0,0,578.76,0,0,2853.6,0,0,9824.8,0,4863.7,0,0,3097.2,0,0,0,0,0,10433,0,0,6964.3,0,0,23693,0,0,688,0,0
"172","BIN1","BIN1","O00499",1120.4,0,0,734.27,0,0,7400,0,0,207.5,0,0,958.53,0,0,0,0,0,1852.4,0,1920.2,0,0,1533.8,0,0,4706.8,0,0,6129.4,0,0,6525.2,0,0,0,0,0
"173","CLDN5","CLDN5","O00501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,336.1,0,0
"174","KPNA3","KPNA3","O00505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","STK25","STK25","O00506",2262.2,0,0,918.07,0,0,5009.3,0,0,574.01,0,0,871.47,0,0,0,0,0,31606,0,0,0,0,904.19,0,0,0,0,0,1204.9,0,0,0,0,0,262.09,0,0
"176","KRIT1","KRIT1","O00522",6060.2,2284.3,0,1069.5,0,0,9802.9,0,0,1306,0,0,6343.5,2480.7,0,165.9,0,0,28848,0,866.4,0,0,5926.5,0,0,3822.6,27.837,0,4662,1252.6,0,3058.5,0,0,2371.7,322.51,0
"177","VWA5A","VWA5A","O00534",669.04,0,0,1036.9,0,0,5106.1,0,0,241.28,0,0,1038.4,0,0,0,0,0,16399,0,0,0,0,3018.9,0,0,6096,888.69,0,6620.4,0,0,1727.6,0,0,1890.4,650.33,0
"178","EBAG9","EBAG9","O00559",5321.6,0,0,0,0,0,0,0,0,0,0,0,9595.5,0,0,0,0,0,0,0,4232.1,0,0,0,0,0,0,0,0,7657.3,0,0,4909.6,0,0,0,0,0
"179","SDCBP","SDCBP","O00560",397710,23471,0,591250,219210,0,327810,32408,0,150440,105020,0,192050,74563,0,187970,445920,180020,317640,0,162190,55042,0,29155,98335,0,95473,20084,0,416520,293900,0,51970,78327,0,10597,53932,1383.8
"180","NOP56","NOP56","O00567",0,0,0,1801.4,1095.6,0,197.49,0,0,0,0,0,0,421.54,0,0,0,0,0,0,1119.3,599.87,0,0,0,0,1944.8,2236.3,0,0,336.61,0,1522.3,0,0,2227.7,2391.3,0
"181","DDX3X","DDX3X","O00571",5150.3,4079.5,0,27669,10727,368.27,16674,0,0,2605.8,0,0,3295.4,0,0,5609.5,0,3687.6,5101.3,0,10175,3370.5,0,7937.2,1474.5,0,20114,6491.8,0,15044,3303.9,0,29433,8475.2,0,10764,10084,0
"182","RNASET2","RNASET2","O00584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4956.3,0,0,3134.2,0,0,988.42,0,0,753.5,0,0,3020.7,0,0,0,0,0
"183","CCL21","CCL21","O00585",0,0,0,0,3149.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","PODXL","PODXL","O00592",317650,273120,0,124080,48600,0,352960,30395,0,158130,90356,0,288360,146240,0,0,37322,0,1386400,0,38665,71986,0,42581,30012,0,428050,200980,0,377210,202070,0,45699,80857,0,21195,326400,1937.1
"185","FCN1","FCN1","O00602",52883,4891.2,0,22715,7517.9,0,19979,2929.2,0,8945.1,889.23,0,26842,4650.2,0,251.33,825.82,2542.8,47753,0,16727,2405.1,0,12743,13397,0,24569,5130.9,0,46462,7254.5,0,1207.9,1723.6,0,20141,11686,0
"186","KPNA4","KPNA4","O00629",3798.3,0,0,16713,1933.8,0,13180,0,0,0,0,0,1625.1,0,0,675.41,0,5516.6,3760.3,0,1154.2,0,0,3834.8,0,0,4010.6,0,0,5100.4,655.05,0,8923.5,0,0,7928.9,1516.1,0
"187","PPP6C","PPP6C","O00743",1819.8,0,0,7683.3,0,0,8933.7,0,0,0,0,0,0,0,0,801.37,0,821.36,2135.5,0,0,0,0,1514.7,0,0,4030.1,0,0,2782.5,0,0,10255,0,0,3313.1,0,0
"188","MAN2B1","MAN2B1","O00754",144.73,0,0,45.299,0,0,0,0,0,0,0,0,216.57,33.927,0,0,0,0,0,0,0,0,0,0,0,0,419.19,0,0,751.28,0,0,0,0,0,0,0,0
"189","FBP2","FBP2","O00757",1561.5,0,0,9457.4,0,0,3250,0,0,745.69,0,0,997.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959.7,0,0,0,0,0,0,0,0
"190","ACACB","ACACB","O00763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.08,0,0,0,0,0,455.91,0,0
"191","PDXK","PDXK","O00764",15465,2057.5,0,15838,2012.5,0,38173,1058.5,0,3268.5,0,0,9118.5,622.27,0,0,0,463.46,18336,0,2201,163.96,0,2807,1575.1,0,33935,1296.6,0,29762,5631.6,0,2887.5,2744.9,0,2602.3,5838.4,0
"192","SCD","SCD","O00767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111.8,0,11748,0,3838.1,0,0,0,0,0,0,0,0,0,0,0,0,576.31,0,0,225.27,0,0
"193","CLDN4","CLDN4","O14493",108730,0,0,547550,0,0,405640,0,0,26155,0,0,141300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27101,0,0,0,0,0,0,0,0
"194","PLPP1","PPAP2A","O14494",48240,3543.5,0,767.2,0,0,33929,0,0,1989.9,0,0,1729.4,0,0,0,0,0,0,0,21160,0,0,32774,0,0,186790,11065,0,36449,3874.4,0,20596,0,0,121960,27326,0
"195","PLPP3","PPAP2B","O14495",5339.4,0,0,5427.6,0,0,6646,0,0,2043.3,0,0,17018,0,0,1547.3,0,3317.1,0,0,0,0,0,0,0,0,5009.6,15159,0,9762.3,13165,0,0,0,0,0,0,0
"196","ISLR","ISLR","O14498",177.77,0,0,7542.5,1193.2,0,0,0,0,0,0,0,9126.7,878.99,0,0,0,0,0,0,3047.4,0,0,5140.5,0,0,1927.2,0,0,744.53,0,0,0,0,0,8011.8,0,0
"197","SDHD","SDHD","O14521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8353.5,0,0,0,0,0,0,0,0,14900,0,0,9342.7,0,0
"198","C2CD2L","C2CD2L","O14523",0,13803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.58,0,0,353.33,0,0
"199","DPYSL4","DPYSL4","O14531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","TRAFD1","TRAFD1","O14545",0,0,0,0,0,0,398.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","HSPB6","HSPB6","O14558",2199.6,0,0,0,0,0,4016.6,0,0,3517.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4460.6,0,0,33568,0,0,76943,4803,0,1631.3,0,0,13111,0,0
"202","NDUFAB1","NDUFAB1","O14561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5939.2,0,0,5148.5,0,0,7841.7,0,0,8177.4,0,0,11911,0,0,13048,0,0
"203","CYB561D2","CYB561D2","O14569",5959.4,0,0,0,0,0,0,0,0,2767.6,0,0,1345.5,0,0,0,0,0,0,0,45062,3494,0,20916,0,0,31209,0,0,15594,3308.1,0,39514,0,0,38728,0,0
"204","COPE","COPE","O14579",9937.2,0,0,13151,1716,0,5052,0,0,357.35,0,0,30458,3180.9,0,0,0,0,1837.1,0,24297,4732.3,0,3869.2,2534.8,0,81076,13264,0,22571,6796.8,0,12306,7098.4,0,9439.4,17259,0
"205","NCAN","NCAN","O14594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","CTDSP2","CTDSP2","O14595",0,0,0,0,0,0,5139.7,0,0,0,0,0,1358.1,0,0,0,0,0,50110,0,0,0,0,5320.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","EIF1AX","EIF1AX","P47813",0,0,0,3204.6,0,0,2547.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","AP3D1","AP3D1","O14617",320.73,0,0,428.59,0,0,0,0,0,0,0,0,0,69.834,0,0,0,508.02,0,0,399.74,0,0,0,0,0,2130.1,0,0,1502.8,0,0,2016.9,0,0,25672,0,0
"209","CCS","CCS","O14618",0,0,0,1197.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","GPR171","GPR171","O14626",1526.1,0,0,0,0,0,6074,0,0,0,0,0,2092,0,0,0,0,0,0,0,0,0,0,0,0,0,1808.4,0,0,1490.2,0,0,0,0,0,0,0,0
"211","ENPP3","ENPP3","O14638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902.2,0,980680,0,1982.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","GOSR2","GOSR2","O14653",6808.1,0,0,639.47,0,0,0,0,0,3103.1,0,0,11680,5306.9,0,5980.7,0,9629.2,0,0,72407,4044.9,0,13422,0,0,63803,0,0,35810,4799.5,0,14279,2387.6,0,42420,0,0
"213","TOR1A","TOR1A","O14656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3386.5,0,0,0,0,0,1046.3,0,0,0,0,0,0,0,0,1611.5,0,0
"214","TOR1B","TOR1B","O14657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484.3,0,0,0,0,0,2513.4,0,0,0,0,0,17659,0,0,1568,0,0
"215","STX16","STX16","O14662",747.45,0,0,2011.7,0,0,0,0,0,0,0,0,0,0,0,494.13,0,4034.1,0,0,7235.4,0,0,0,0,0,0,0,0,1677.1,0,0,1940.4,0,0,1473.7,0,0
"216","ADAM10","ADAM10","O14672",31404,5462,0,43603,3771.8,0,73831,2467.7,0,8856.9,1303.1,0,16731,3954.2,225.96,9710,4476.9,15796,8904,0,37129,3427.9,0,44465,4124.6,0,43625,2566.5,0,24228,5407.7,0,52047,1519.9,382.93,66142,3998.1,0
"217","TP53I11","TP53I11","O14683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","PTGES","PTGES","O14684",0,0,0,0,0,0,4553.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7262,0,0,0,0,0,0,0,0
"219","ITGB1BP1","ITGB1BP1","O14713",15807,13467,0,7879.7,0,0,55843,0,0,6804.1,0,0,16324,8229.8,0,0,0,0,20236,0,27362,2633.8,0,0,0,0,0,0,0,8350.8,0,0,0,0,0,0,5169.5,0
"220","ACOT8","ACOT8","O14734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","CDIPT","CDIPT","O14735",9986.9,0,0,0,0,0,0,0,0,2396.9,0,0,20411,447.88,0,1553.9,0,5716.5,0,0,137280,12171,0,22466,0,0,54258,1030.9,0,32110,7155.2,0,74248,0,0,53566,0,0
"222","PDCD5","PDCD5","O14737",1321.7,0,0,1813.8,0,0,8969.1,0,0,0,0,0,1664.5,0,0,0,0,0,0,0,11440,0,0,0,0,0,11504,0,0,2515.4,0,0,0,0,0,0,0,0
"223","PRMT5","PRMT5","O14744",675.44,0,0,1232.6,558.02,0,694.02,0,0,0,0,0,909.34,279.65,0,1625.7,1003.6,0,0,0,0,0,0,562.44,0,0,0,0,0,541.59,0,0,6724.9,1689.3,0,40775,0,0
"224","SLC9A3R1","SLC9A3R1","O14745",297930,389470,0,112320,21866,0,281930,28597,0,100830,69335,0,199840,95623,0,926.19,129640,5194.2,2135400,0,86926,71695,0,129620,80916,0,973230,318220,0,355220,183160,0,90517,42626,0,101700,366590,0
"225","HSD17B6","HSD17B6","O14756",2740.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277.6,0,5132.5,0,0,8128.6,0,0,4058.8,0,0,79138,819.57,0,21816,0,0,1626.7,0,0,60209,0,0
"226","TNFRSF10B","TNFRSF10B","O14763",0,0,0,3164.6,0,0,3113.3,0,0,0,0,0,0,0,0,735.74,0,1065.3,0,0,2690,0,0,1202.5,0,0,0,0,0,512.25,0,0,0,0,0,0,0,0
"227","TPP1","TPP1","O14773",5447,0,0,4995.1,2873.2,858.39,846.05,1018.4,0,2448.5,1394.7,0,5697.7,0,811.09,312,0,0,875.99,0,13383,8060.1,1373.6,6405.4,2770.1,0,44430,39660,1885.4,19324,15369,0,16748,2061.6,174.69,24165,48968,4311.4
"228","TCERG1","TCERG1","O14776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690.38,0,0
"229","NRP1","NRP1","O14786",1901.4,0,556.4,2773.4,0,2023.9,6712.3,0,0,87.696,0,0,133.9,0,0,3157.7,0,6622.7,0,0,2017.7,0,0,981.71,0,0,843.76,0,0,3064.1,0,0,0,0,0,1645,0,0
"230","TNPO2","TNPO2","O14787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,0,0,354.5,0,0
"231","APOL1","APOL1","O14791",56570,26134,181820,177750,176710,277890,56304,164280,208250,127510,84150,162860,32069,52562,92550,63541,26616,40952,0,59499,82786,69668,132650,44905,121000,168340,46982,154180,126680,103880,174180,120800,39399,65431,117970,95855,228470,101610
"232","HS3ST1","HS3ST1","O14792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11967,0,19415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
