"","value","patient_1","patient_2","patient_3","patient_4","patient_5","patient_6","patient_7","patient_8","patient_9","patient_10","patient_11"
"1772","ATP6AP2",0,0,0,1,0,0,0,0,0,0,1
"1773","EIF3G",0,0,0,1,0,0,0,1,0,0,1
"1774","ALDH1A2",0,0,0,1,0,0,1,0,0,1,1
"1775","SNAPIN",0,0,0,1,0,0,0,0,0,0,0
"1776","NDUFA10",0,0,0,1,0,0,0,0,0,0,0
"1777","GLUD1",0,0,0,1,1,0,0,0,0,0,0
"1778","MT-CO3",0,0,0,1,0,1,0,0,0,0,0
"1779","P01705",0,0,0,1,0,0,0,0,0,0,0
"1780","EIF2S1",0,0,0,1,1,0,1,0,1,0,1
"1781","RPLP0",0,0,0,1,0,0,1,0,0,1,0
"1782","LCK",0,0,0,1,0,0,0,0,1,0,0
"1783","P06331",0,0,0,1,0,0,0,0,0,1,0
"1784","NPM1",0,0,0,1,0,0,0,0,0,1,1
"1785","CD3E",0,0,0,1,0,0,0,0,1,0,0
"1786","RHOC",0,0,0,1,0,0,0,0,0,0,0
"1787","ALOX5",0,0,0,1,0,1,0,0,0,0,0
"1788","ESD",0,0,0,1,0,1,0,1,0,0,0
"1789","ACP2",0,0,0,1,0,0,0,0,0,0,0
"1790","PDHB",0,0,0,1,0,0,0,0,0,0,0
"1791","CKB",0,0,0,1,1,0,1,1,0,1,1
"1792","ACTN1",0,0,0,1,1,0,0,0,0,1,0
"1793","ACE",0,0,0,1,0,0,1,0,0,1,1
"1794","ICAM2",0,0,0,1,0,0,0,0,0,0,0
"1795","ALAD",0,0,0,1,0,0,0,0,0,0,1
"1796","ETFA",0,0,0,1,0,1,0,0,0,0,0
"1797","HCLS1",0,0,0,1,0,1,0,0,0,0,0
"1798","FABP4",0,0,0,1,0,0,0,0,0,1,0
"1799","B4GALT1",0,0,0,1,0,0,0,0,0,0,0
"1800","NME1",0,0,0,1,1,1,1,1,0,1,0
"1801","NQO1",0,0,0,1,1,0,1,0,0,0,0
"1802","PRKCA",0,0,0,1,0,1,1,0,0,0,0
"1803","DES",0,0,0,1,0,0,0,0,0,0,0
"1804","HLA-G",0,0,0,1,0,0,0,0,1,1,0
"1805","OGN",0,0,0,1,0,0,0,0,0,0,0
"1806","GPD1",0,0,0,1,0,0,0,0,0,0,0
"1807","SDHB",0,0,0,1,0,0,0,0,0,0,0
"1808","KEL",0,0,0,1,0,0,0,0,0,0,1
"1809","ME2",0,0,0,1,0,0,0,1,0,0,0
"1810","CPT2",0,0,0,1,0,0,1,0,0,0,0
"1811","PRTN3",0,0,0,1,0,1,0,0,0,0,0
"1812","TNC",0,0,0,1,1,0,0,0,0,0,0
"1813","RPL13",0,0,0,1,1,0,1,0,0,0,1
"1814","ANXA13",0,0,0,1,1,0,0,0,0,0,0
"1815","HLA-DMB",0,0,0,1,0,0,0,0,0,0,0
"1816","PSMB4",0,0,0,1,0,0,0,0,0,0,0
"1817","GRN",0,0,0,1,0,0,0,0,0,0,0
"1818","PRDX3",0,0,0,1,1,1,0,0,0,0,1
"1819","CMPK1",0,0,0,1,1,0,0,1,0,0,0
"1820","HIBADH",0,0,0,1,0,0,0,0,0,0,1
"1821","MAN1A1",0,0,0,1,0,0,0,0,0,0,0
"1822","SHMT2",0,0,0,1,1,0,0,1,0,0,1
"1823","PFN2",0,0,0,1,0,0,1,1,1,0,1
"1824","MYH9",0,0,0,1,0,0,0,0,0,1,0
"1825","ADD2",0,0,0,1,0,0,0,0,0,0,1
"1826","PSMC2",0,0,0,1,0,0,0,1,1,0,0
"1827","TRIM23",0,0,0,1,0,0,0,0,1,1,1
"1828","ATP5F1C",0,0,0,1,1,1,0,0,0,0,1
"1829","ATP6V1E1",0,0,0,1,0,0,0,0,0,0,0
"1830","SRP14",0,0,0,1,0,1,1,1,1,0,1
"1831","ETFB",0,0,0,1,0,0,0,0,0,0,1
"1832","MNDA",0,0,0,1,0,0,1,1,0,0,0
"1833","PTGDS",0,0,0,1,0,0,0,0,0,0,1
"1834","FOLR3",0,0,0,1,0,0,0,0,0,0,0
"1835","ACAA2",0,0,0,1,0,1,1,0,0,0,1
"1836","WAS",0,0,0,1,0,0,1,0,0,0,0
"1837","NAMPT",0,0,0,1,0,0,0,0,1,0,0
"1838","CRK",0,0,0,1,0,0,1,1,0,0,0
"1839","MAP1B",0,0,0,1,0,0,0,0,0,0,0
"1840","GNPDA1",0,0,0,1,0,0,0,1,0,0,0
"1841","GYG1",0,0,0,1,0,0,1,0,0,0,0
"1842","CXCL12",0,0,0,1,0,0,0,0,1,0,0
"1843","PSMB3",0,0,0,1,1,0,1,0,0,1,0
"1844","PSEN1",0,0,0,1,0,0,0,0,0,0,0
"1845","SLC26A2",0,0,0,1,1,0,1,0,0,0,1
"1846","AP2S1",0,0,0,1,0,0,0,0,0,0,0
"1847","PTTG1IP",0,0,0,1,0,0,1,0,0,0,0
"1848","USP14",0,0,0,1,0,0,0,1,0,0,0
"1849","RAD23B",0,0,0,1,0,1,0,0,0,0,0
"1850","HADHB",0,0,0,1,0,1,0,0,0,1,1
"1851","SEC61B",0,0,0,1,0,0,1,0,0,0,1
"1852","SPCS3",0,0,0,1,0,0,0,0,0,0,0
"1853","UBE2N",0,0,0,1,0,0,0,0,0,0,1
"1854","COPS2",0,0,0,1,0,1,1,1,0,0,1
"1855","ABCE1",0,0,0,1,0,1,0,1,0,0,0
"1856","NPC2",0,0,0,1,0,0,0,0,0,0,1
"1857","SNRPD3",0,0,0,1,1,0,0,1,0,0,1
"1858","RAB1A",0,0,0,1,1,0,1,0,0,1,1
"1859","TUBA4A",0,0,0,1,0,0,1,1,0,0,0
"1860","ATP11A",0,0,0,1,0,1,1,0,0,0,0
"1861","OGDH",0,0,0,1,1,0,0,0,0,0,0
"1862","MAP2K1",0,0,0,1,0,0,0,0,0,0,0
"1863","LIPE",0,0,0,1,0,0,0,0,0,0,0
"1864","COL14A1",0,0,0,1,0,0,0,0,0,0,0
"1865","SCRN1",0,0,0,1,1,1,1,1,0,0,1
"1866","MTAP",0,0,0,1,0,1,1,1,1,0,0
"1867","EIF3I",0,0,0,1,0,0,0,0,0,0,1
"1868","UBE2V1",0,0,0,1,0,0,1,0,0,1,1
"1869","RAB32",0,0,0,1,0,0,0,0,0,0,0
"1870","CAPS",0,0,0,1,1,0,0,0,0,0,1
"1871","HNRNPD",0,0,0,1,1,0,1,1,0,0,1
"1872","GIT2",0,0,0,1,0,0,0,0,0,0,0
"1873","TRIM25",0,0,0,1,1,1,1,0,0,0,0
"1874","PLS1",0,0,0,1,1,0,0,0,0,0,0
"1875","LBR",0,0,0,1,0,0,0,0,0,0,0
"1876","GPNMB",0,0,0,1,1,0,0,0,0,1,0
"1877","ELOC",0,0,0,1,0,0,0,1,0,0,0
"1878","RSU1",0,0,0,1,0,1,0,0,0,0,1
"1879","LTB4R",0,0,0,1,0,0,1,0,0,0,1
"1880","ETFDH",0,0,0,1,0,0,0,0,0,0,0
"1881","DDB1",0,0,0,1,1,1,0,1,0,0,1
"1882","ACKR1",0,0,0,1,0,0,0,0,0,0,0
"1883","DECR1",0,0,0,1,1,1,0,0,0,0,1
"1884","TMEM176B",0,0,0,1,0,0,0,0,1,0,0
"1885","TMEM67",0,0,0,1,0,0,0,0,0,0,0
"1886","FAM102B",0,0,0,1,0,0,0,0,0,0,1
"1887","WASHC2C",0,0,0,1,0,0,0,0,0,0,0
"1888","MOXD1",0,0,0,1,0,0,0,0,0,1,0
"1889","POGLUT3",0,0,0,1,0,0,0,0,0,0,0
"1890","PROM2",0,0,0,1,1,0,1,1,0,1,1
"1891","NAXE",0,0,0,1,0,0,0,1,0,1,1
"1892","GPR156",0,0,0,1,0,0,0,0,0,0,0
"1893","PRXL2B",0,0,0,1,0,1,1,0,0,0,1
"1894","SPPL2A",0,0,0,1,0,0,0,0,0,0,0
"1895","MZB1",0,0,0,1,0,0,0,0,0,0,0
"1896","DDX1",0,0,0,1,0,0,0,1,0,0,0
"1897","DOCK2",0,0,0,1,0,0,0,0,0,0,0
"1898","RIT1",0,0,0,1,0,1,0,0,0,0,0
"1899","ERLEC1",0,0,0,1,0,1,0,0,0,0,0
"1900","MVB12A",0,0,0,1,0,0,1,1,0,0,0
"1901","CHMP6",0,0,0,1,0,0,1,1,1,1,1
"1902","PDLIM5",0,0,0,1,0,1,1,0,0,0,1
"1903","SUCLG2",0,0,0,1,0,0,0,0,0,0,1
"1904","DERL3",0,0,0,1,0,0,0,0,0,0,0
"1905","SERINC2",0,0,0,1,0,0,0,0,0,0,0
"1906","MGLL",0,0,0,1,0,0,0,0,0,0,0
"1907","NAPG",0,0,0,1,0,0,0,1,0,0,0
"1908","ACO2",0,0,0,1,1,0,1,0,0,0,1
"1909","TUBGCP2",0,0,0,1,0,0,0,0,0,0,0
"1910","TUBB2B",0,0,0,1,0,0,0,0,0,0,1
"1911","CHMP4A",0,0,0,1,0,0,1,0,0,0,0
"1912","SIGLEC1",0,0,0,1,0,0,0,0,0,0,0
"1913","STRADB",0,0,0,1,0,0,0,0,0,1,0
"1914","TOLLIP",0,0,0,1,0,1,1,0,0,0,0
"1915","CYSTM1",0,0,0,1,0,1,1,0,0,0,0
"1916","TLNRD1",0,0,0,1,0,0,0,0,0,0,1
"1917","CLEC4M",0,0,0,1,0,0,0,0,0,0,0
"1918","CHMP4B",0,0,0,1,1,1,1,1,0,1,1
"1919","RHOF",0,0,0,1,0,0,0,0,1,0,0
"1920","S100A14",0,0,0,1,1,0,1,1,1,0,1
"1921","CHMP1A",0,0,0,1,0,0,0,1,0,0,0
"1922","CD209",0,0,0,1,0,0,0,0,0,0,0
"1923","IL1RAP",0,0,0,1,0,0,1,0,0,0,1
"1924","TMEM30A",0,0,0,1,1,0,1,0,0,0,1
"1925","EVA1B",0,0,0,1,0,0,1,1,0,1,0
"1926","PSENEN",0,0,0,1,0,0,0,1,0,0,0
"1927","GLTP",0,0,0,1,0,0,0,0,0,0,0
"1928","PLAC8",0,0,0,1,0,0,0,0,0,0,0
"1929","CHMP5",0,0,0,1,0,0,0,1,0,0,0
"1930","MACROH2A2",0,0,0,1,0,0,1,1,1,0,0
"1931","DIP2B",0,0,0,1,1,0,1,1,1,0,1
"1932","EIF3K",0,0,0,1,0,0,0,1,0,0,0
"1933","DMBT1",0,0,0,1,0,0,1,0,0,0,1
"1934","CLEC2D",0,0,0,1,0,0,0,0,0,0,0
"1935","ERG28",0,0,0,1,0,0,0,0,0,0,1
"1936","PACSIN3",0,0,0,1,0,0,1,0,0,0,1
"1937","SLC7A7",0,0,0,1,0,0,0,0,0,0,1
"1938","MYO6",0,0,0,1,1,0,1,0,0,0,1
"1939","CHMP3",0,0,0,1,0,0,1,1,1,0,1
"1940","TLN2",0,0,0,1,0,0,0,0,0,0,0
"1941","SAMM50",0,0,0,1,0,0,0,0,0,0,1
"1942","CD2AP",0,0,0,1,1,0,1,0,0,0,1
"1943","ATP6V1D",0,0,0,1,0,0,0,0,0,0,0
"1944","SNX9",0,0,0,1,0,0,1,0,0,0,0
"1945","SPCS1",0,0,0,1,0,0,0,0,0,0,0
"1946","SQOR",0,0,0,1,0,1,1,0,0,0,0
"1947","IGHV1OR15-1",0,0,0,0,1,0,0,0,0,0,0
"1948","TUBAL3",0,0,0,0,1,0,0,1,0,0,1
"1949","ESPN",0,0,0,0,1,0,0,0,0,0,0
"1950","PRMT5",0,0,0,0,1,0,0,1,0,0,1
"1951","OPLAH",0,0,0,0,1,0,0,0,0,0,0
"1952","SPTBN2",0,0,0,0,1,0,0,0,0,0,0
"1953","INPP4B",0,0,0,0,1,0,0,0,0,0,0
"1954","PSMD3",0,0,0,0,1,0,1,0,0,0,0
"1955","ZNRD2",0,0,0,0,1,0,0,0,0,0,0
"1956","PRPSAP2",0,0,0,0,1,0,0,0,0,0,1
"1957","FCGR3B",0,0,0,0,1,0,0,0,0,0,0
"1958","OAT",0,0,0,0,1,0,0,0,0,0,0
"1959","HNRNPC",0,0,0,0,1,0,0,0,0,0,0
"1960","FH",0,0,0,0,1,0,0,1,0,0,1
"1961","THBS1",0,0,0,0,1,0,0,0,0,0,0
"1962","CLTA",0,0,0,0,1,0,0,0,0,0,0
"1963","UCHL1",0,0,0,0,1,0,1,0,0,1,0
"1964","HAPLN1",0,0,0,0,1,0,0,0,0,0,0
"1965","IFI30",0,0,0,0,1,1,0,0,0,0,0
"1966","TPT1",0,0,0,0,1,1,1,0,0,0,1
"1967","FDPS",0,0,0,0,1,0,1,0,1,0,0
"1968","AKR1B1",0,0,0,0,1,0,0,1,0,0,1
"1969","CTPS1",0,0,0,0,1,0,0,1,0,0,0
"1970","NCL",0,0,0,0,1,0,0,0,0,0,0
"1971","PTMS",0,0,0,0,1,0,0,0,0,0,1
"1972","HMGB2",0,0,0,0,1,0,0,0,0,0,0
"1973","S100A2",0,0,0,0,1,0,0,0,0,0,0
"1974","DDT",0,0,0,0,1,1,0,0,0,1,0
"1975","SDC4",0,0,0,0,1,0,0,1,1,0,0
"1976","SFN",0,0,0,0,1,0,0,0,0,0,0
"1977","S100A11",0,0,0,0,1,0,0,0,1,1,1
"1978","RPA3",0,0,0,0,1,0,0,1,0,0,0
"1979","FUS",0,0,0,0,1,0,0,0,0,0,0
"1980","COL15A1",0,0,0,0,1,0,0,0,0,0,0
"1981","GARS1",0,0,0,0,1,0,0,1,0,0,0
"1982","LRPPRC",0,0,0,0,1,0,0,0,0,0,0
"1983","ECE1",0,0,0,0,1,0,0,0,0,0,0
"1984","RANBP1",0,0,0,0,1,0,0,1,0,0,0
"1985","PSMD8",0,0,0,0,1,0,0,0,0,0,0
"1986","COMP",0,0,0,0,1,0,0,0,0,0,0
"1987","EIF2B2",0,0,0,0,1,0,0,1,0,0,0
"1988","LRBA",0,0,0,0,1,0,0,0,0,0,0
"1989","ARFIP1",0,0,0,0,1,1,0,0,0,0,0
"1990","SEC24C",0,0,0,0,1,1,0,1,0,0,0
"1991","YARS1",0,0,0,0,1,1,0,0,0,0,0
"1992","TPD52",0,0,0,0,1,0,0,0,0,0,0
"1993","CCL18",0,0,0,0,1,0,0,0,0,0,0
"1994","DEFA3",0,0,0,0,1,0,0,0,1,1,0
"1995","VBP1",0,0,0,0,1,0,0,0,0,0,0
"1996","AP1S1",0,0,0,0,1,0,0,0,0,0,0
"1997","RBX1",0,0,0,0,1,0,0,0,0,0,0
"1998","VAMP2",0,0,0,0,1,0,0,0,0,0,0
"1999","PPP2R2A",0,0,0,0,1,0,0,0,0,0,0
"2000","IFI35",0,0,0,0,1,0,0,0,0,0,0
"2001","SORD",0,0,0,0,1,0,0,1,0,0,1
"2002","SET",0,0,0,0,1,0,0,0,0,0,0
"2003","ACY1",0,0,0,0,1,0,0,0,0,0,0
"2004","SSBP1",0,0,0,0,1,0,1,0,0,0,1
"2005","KLC1",0,0,0,0,1,1,0,1,0,0,0
"2006","LAMTOR4",0,0,0,0,1,0,0,0,0,0,0
"2007","WASHC5",0,0,0,0,1,1,0,0,0,0,0
"2008","ILF2",0,0,0,0,1,0,0,0,0,0,0
"2009","PABPC4",0,0,0,0,1,0,0,0,0,0,0
"2010","CUL1",0,0,0,0,1,0,0,1,0,0,0
"2011","GFUS",0,0,0,0,1,0,0,0,0,0,0
"2012","DDX39B",0,0,0,0,1,0,0,1,0,0,0
"2013","CAPRIN1",0,0,0,0,1,0,0,0,0,0,1
"2014","FXYD3",0,0,0,0,1,0,0,0,0,0,0
"2015","PSMD6",0,0,0,0,1,0,0,1,0,0,0
"2016","PAFAH1B3",0,0,0,0,1,0,1,1,0,0,1
"2017","FCN2",0,0,0,0,1,0,0,0,0,0,0
"2018","IGFBP7",0,0,0,0,1,0,0,0,0,0,0
"2019","DPYSL2",0,0,0,0,1,0,1,0,1,1,1
"2020","PRSS8",0,0,0,0,1,0,0,0,0,1,0
"2021","LAMA3",0,0,0,0,1,0,0,0,0,0,0
"2022","LACTB2",0,0,0,0,1,0,0,0,0,0,1
"2023","PYCR3",0,0,0,0,1,0,0,0,0,0,0
"2024","CROCC",0,0,0,0,1,0,0,0,0,0,0
"2025","BLTP3A",0,0,0,0,1,0,0,0,0,0,0
"2026","VWA1",0,0,0,0,1,0,0,0,0,0,0
"2027","NAPRT",0,0,0,0,1,0,0,1,0,0,1
"2028","ATG9A",0,0,0,0,1,0,0,0,0,0,0
"2029","SRGAP1",0,0,0,0,1,0,0,0,0,0,0
"2030","WDFY1",0,0,0,0,1,0,0,0,0,0,0
"2031","UBR1",0,0,0,0,1,0,0,0,0,0,0
"2032","CMYA5",0,0,0,0,1,1,1,0,0,0,0
"2033","MROH1",0,0,0,0,1,0,0,0,0,0,0
"2034","SPOCK2",0,0,0,0,1,0,0,0,0,0,0
"2035","HSPH1",0,0,0,0,1,0,0,1,0,0,0
"2036","KLK6",0,0,0,0,1,0,0,0,0,0,0
"2037","ACSF2",0,0,0,0,1,0,0,0,0,0,0
"2038","OTUB1",0,0,0,0,1,1,1,1,0,0,1
"2039","PERP",0,0,0,0,1,0,0,0,0,0,0
"2040","KIRREL1",0,0,0,0,1,0,0,0,0,0,1
"2041","CPPED1",0,0,0,0,1,0,0,1,0,0,0
"2042","PARD6B",0,0,0,0,1,1,1,0,0,0,1
"2043","CDCP1",0,0,0,0,1,0,0,0,0,0,0
"2044","NIT2",0,0,0,0,1,0,0,0,0,0,0
"2045","FARSB",0,0,0,0,1,0,0,0,0,0,1
"2046","CMTM6",0,0,0,0,1,0,0,0,0,0,0
"2047","DPP3",0,0,0,0,1,0,1,0,0,0,0
"2048","PCYOX1",0,0,0,0,1,0,0,0,0,0,1
"2049","PUF60",0,0,0,0,1,0,0,0,0,0,0
"2050","APPL1",0,0,0,0,1,1,0,0,0,0,0
"2051","ANGPTL2",0,0,0,0,1,1,0,0,0,0,0
"2052","PPP6R1",0,0,0,0,1,0,0,0,0,0,0
"2053","PA2G4",0,0,0,0,1,1,0,0,0,0,0
"2054","SIK3",0,0,0,0,1,0,0,0,0,0,0
"2055","ACOT9",0,0,0,0,1,0,0,0,0,0,0
"2056","TLN1",0,0,0,0,1,0,1,0,1,1,0
"2057","ENPP4",0,0,0,0,1,0,0,0,0,0,0
"2058","CNOT1",0,0,0,0,0,1,0,0,0,0,0
"2059","PSMD12",0,0,0,0,0,1,0,1,0,0,0
"2060","FIBP",0,0,0,0,0,1,0,0,0,0,0
"2061","GSDME",0,0,0,0,0,1,1,0,0,0,0
"2062","CLDN11",0,0,0,0,0,1,0,0,0,0,0
"2063","F10",0,0,0,0,0,1,0,0,0,0,0
"2064","MB",0,0,0,0,0,1,0,0,0,0,0
"2065","F11",0,0,0,0,0,1,0,0,0,1,0
"2066","FYN",0,0,0,0,0,1,0,0,0,0,0
"2067","HMOX1",0,0,0,0,0,1,0,0,0,0,0
"2068","RO60",0,0,0,0,0,1,0,1,0,0,0
"2069","CTSA",0,0,0,0,0,1,0,0,0,0,0
"2070","CD37",0,0,0,0,0,1,0,0,1,0,1
"2071","COL6A3",0,0,0,0,0,1,0,0,0,0,0
"2072","PRG2",0,0,0,0,0,1,0,0,0,0,1
"2073","LCP1",0,0,0,0,0,1,1,1,0,1,0
"2074","ACP3",0,0,0,0,0,1,0,0,0,0,0
"2075","BPI",0,0,0,0,0,1,0,0,0,0,0
"2076","MX2",0,0,0,0,0,1,0,0,0,0,0
"2077","CAST",0,0,0,0,0,1,1,0,0,0,1
"2078","GPX3",0,0,0,0,0,1,0,0,0,0,0
"2079","SFPQ",0,0,0,0,0,1,0,0,0,0,1
"2080","AXL",0,0,0,0,0,1,0,0,0,0,0
"2081","POLR2B",0,0,0,0,0,1,0,0,0,0,0
"2082","CASP14",0,0,0,0,0,1,0,0,0,0,0
"2083","SLC16A2",0,0,0,0,0,1,1,0,0,0,0
"2084","STAT5A",0,0,0,0,0,1,0,0,0,0,0
"2085","NDUFV1",0,0,0,0,0,1,0,0,0,0,0
"2086","SELENOP",0,0,0,0,0,1,0,0,1,0,0
"2087","HNMT",0,0,0,0,0,1,0,0,0,0,0
"2088","PSMD4",0,0,0,0,0,1,0,0,0,0,1
"2089","APOC4",0,0,0,0,0,1,0,0,0,0,0
"2090","SNU13",0,0,0,0,0,1,0,1,0,0,0
"2091","TPI1",0,0,0,0,0,1,1,0,0,1,0
"2092","NUTF2",0,0,0,0,0,1,0,1,0,0,0
"2093","RPS25",0,0,0,0,0,1,1,1,0,0,0
"2094","ADAM17",0,0,0,0,0,1,0,0,0,0,0
"2095","TJP1",0,0,0,0,0,1,1,0,0,0,0
"2096","PPP3CA",0,0,0,0,0,1,1,0,0,0,0
"2097","DMTN",0,0,0,0,0,1,0,0,0,0,0
"2098","STK4",0,0,0,0,0,1,0,0,0,0,0
"2099","FLII",0,0,0,0,0,1,1,0,0,0,0
"2100","HNRNPA0",0,0,0,0,0,1,0,0,0,0,0
"2101","BLMH",0,0,0,0,0,1,1,0,0,1,0
"2102","GALE",0,0,0,0,0,1,0,0,0,0,1
"2103","RBM39",0,0,0,0,0,1,0,0,0,0,0
"2104","PPP2R5D",0,0,0,0,0,1,0,0,0,0,0
"2105","ACAP2",0,0,0,0,0,1,0,1,0,0,0
"2106","PEA15",0,0,0,0,0,1,0,0,0,0,0
"2107","NONO",0,0,0,0,0,1,0,0,0,0,0
"2108","ARHGAP44",0,0,0,0,0,1,1,0,0,0,0
"2109","INF2",0,0,0,0,0,1,0,0,0,0,0
"2110","DOCK11",0,0,0,0,0,1,1,0,0,1,0
"2111","MBLAC2",0,0,0,0,0,1,0,0,0,0,0
"2112","EMB",0,0,0,0,0,1,1,0,0,0,0
"2113","NCCRP1",0,0,0,0,0,1,0,0,0,0,0
"2114","DCXR",0,0,0,0,0,1,0,0,0,0,0
"2115","TMEM192",0,0,0,0,0,1,0,0,0,0,0
"2116","RDH10",0,0,0,0,0,1,0,0,0,0,0
"2117","MINK1",0,0,0,0,0,1,0,0,0,0,0
"2118","DYNC2H1",0,0,0,0,0,1,0,0,0,0,0
"2119","IPO4",0,0,0,0,0,1,0,0,0,0,0
"2120","SCFD1",0,0,0,0,0,1,0,0,0,0,0
"2121","ITLN1",0,0,0,0,0,1,0,0,0,0,0
"2122","TNPO1",0,0,0,0,0,1,1,1,0,0,0
"2123","LPP",0,0,0,0,0,1,0,0,0,0,0
"2124","SEH1L",0,0,0,0,0,1,0,0,0,0,0
"2125","CERS2",0,0,0,0,0,1,0,0,0,0,0
"2126","FYCO1",0,0,0,0,0,1,0,0,0,0,0
"2127","AP1M1",0,0,0,0,0,1,0,0,0,0,0
"2128","TNKS1BP1",0,0,0,0,0,1,0,0,0,0,0
"2129","SKIC8",0,0,0,0,0,1,0,0,0,0,0
"2130","PTPN23",0,0,0,0,0,1,0,0,0,0,0
"2131","GOLPH3",0,0,0,0,0,1,0,0,0,0,0
"2132","RIC8A",0,0,0,0,0,1,1,0,0,0,0
"2133","FAM114A2",0,0,0,0,0,1,0,0,0,0,0
"2134","COMMD8",0,0,0,0,0,1,0,0,0,0,0
"2135","STK26",0,0,0,0,0,1,1,0,0,0,0
"2136","CGN",0,0,0,0,0,1,0,0,0,0,0
"2137","DDX20",0,0,0,0,0,1,0,0,0,0,0
"2138","MCTS1",0,0,0,0,0,1,0,1,0,0,0
"2139","VPS4A",0,0,0,0,0,1,0,0,0,0,0
"2140","SMC3",0,0,0,0,0,1,0,0,0,0,0
"2141","CARHSP1",0,0,0,0,0,1,0,0,0,0,0
"2142","SUGT1",0,0,0,0,0,1,0,0,0,0,0
"2143","CLIC1",0,0,0,0,0,0,1,0,0,1,0
"2144","ARPC1B",0,0,0,0,0,0,1,0,0,1,1
"2145","ARPC5",0,0,0,0,0,0,1,0,0,0,1
"2146","TXNL1",0,0,0,0,0,0,1,0,0,0,0
"2147","KALRN",0,0,0,0,0,0,1,0,0,0,0
"2148","MGRN1",0,0,0,0,0,0,1,0,0,0,0
"2149","USP12",0,0,0,0,0,0,1,0,0,0,0
"2150","IDH1",0,0,0,0,0,0,1,0,0,1,0
"2151","TMEM63A",0,0,0,0,0,0,1,0,0,0,0
"2152","ABCB11",0,0,0,0,0,0,1,0,0,0,0
"2153","SNAP29",0,0,0,0,0,0,1,0,0,0,0
"2154","PAK4",0,0,0,0,0,0,1,0,0,0,0
"2155","NRAS",0,0,0,0,0,0,1,0,0,0,0
"2156","P01704",0,0,0,0,0,0,1,0,1,0,0
"2157","SLPI",0,0,0,0,0,0,1,0,0,0,0
"2158","S100A6",0,0,0,0,0,0,1,0,0,1,0
"2159","CD48",0,0,0,0,0,0,1,0,0,0,0
"2160","ARAF",0,0,0,0,0,0,1,0,0,0,0
"2161","ALPG",0,0,0,0,0,0,1,1,0,0,0
"2162","HARS1",0,0,0,0,0,0,1,0,0,0,0
"2163","IMPDH2",0,0,0,0,0,0,1,0,0,0,0
"2164","GSPT1",0,0,0,0,0,0,1,0,0,0,0
"2165","YBX3",0,0,0,0,0,0,1,0,0,0,0
"2166","ITGB6",0,0,0,0,0,0,1,0,0,0,1
"2167","EIF2S2",0,0,0,0,0,0,1,0,0,0,0
"2168","FLNA",0,0,0,0,0,0,1,0,0,1,0
"2169","ACP1",0,0,0,0,0,0,1,0,0,0,1
"2170","S100P",0,0,0,0,0,0,1,0,0,0,0
"2171","MAPK3",0,0,0,0,0,0,1,0,0,0,0
"2172","ADSS2",0,0,0,0,0,0,1,1,0,1,0
"2173","S100A7",0,0,0,0,0,0,1,0,0,0,0
"2174","PRKAR2B",0,0,0,0,0,0,1,0,0,0,0
"2175","RNASE4",0,0,0,0,0,0,1,0,0,0,0
"2176","NF2",0,0,0,0,0,0,1,0,0,0,0
"2177","CEACAM6",0,0,0,0,0,0,1,0,0,0,0
"2178","MTOR",0,0,0,0,0,0,1,0,0,0,0
"2179","RPL35",0,0,0,0,0,0,1,1,0,0,1
"2180","PITPNB",0,0,0,0,0,0,1,0,0,0,0
"2181","EPHB3",0,0,0,0,0,0,1,0,0,0,0
"2182","AQP5",0,0,0,0,0,0,1,0,0,0,0
"2183","MYL6",0,0,0,0,0,0,1,0,0,1,0
"2184","UBE2M",0,0,0,0,0,0,1,1,0,0,0
"2185","PSMC1",0,0,0,0,0,0,1,0,0,0,1
"2186","TMSB10",0,0,0,0,0,0,1,0,0,0,0
"2187","TUBB4B",0,0,0,0,0,0,1,0,0,1,0
"2188","PHEX",0,0,0,0,0,0,1,0,0,0,0
"2189","RPL36AL",0,0,0,0,0,0,1,0,0,0,0
"2190","MUC5AC",0,0,0,0,0,0,1,0,0,0,0
"2191","CDK16",0,0,0,0,0,0,1,0,0,0,0
"2192","ROR1",0,0,0,0,0,0,1,0,0,0,0
"2193","NOTCH2",0,0,0,0,0,0,1,0,0,0,0
"2194","PTPN13",0,0,0,0,0,0,1,0,0,0,0
"2195","MTM1",0,0,0,0,0,0,1,0,0,0,0
"2196","IL18",0,0,0,0,0,0,1,0,0,0,0
"2197","INPP5A",0,0,0,0,0,0,1,0,0,0,0
"2198","TRIP6",0,0,0,0,0,0,1,0,0,0,0
"2199","PKN2",0,0,0,0,0,0,1,0,0,0,0
"2200","HSP90AB4P",0,0,0,0,0,0,1,0,0,0,1
"2201","MEDAG",0,0,0,0,0,0,1,0,0,0,0
"2202","LYPD2",0,0,0,0,0,0,1,0,1,0,0
"2203","TAOK1",0,0,0,0,0,0,1,0,0,0,1
"2204","TMC4",0,0,0,0,0,0,1,0,0,0,0
"2205","SERINC5",0,0,0,0,0,0,1,0,0,0,0
"2206","SPNS2",0,0,0,0,0,0,1,0,0,0,0
"2207","ATP11C",0,0,0,0,0,0,1,0,0,0,0
"2208","PIP4K2C",0,0,0,0,0,0,1,0,0,0,0
"2209","CD99L2",0,0,0,0,0,0,1,0,0,0,0
"2210","BPIFB1",0,0,0,0,0,0,1,0,0,0,0
