"","category","marker","Gene.name.updated","U1","U2","U3","U4","U5","U6","U7","U8","U9","U10","U11","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11"
"240","cat4","H3C1","H3C1",35828,0,24598,153060,19598,0,202840,45974,49066,65091,5275.2,22467,20561,13120,116800,0,6766.9,25381,35969,26762,48294,9815.6,0,0,0,0,0,0,0,2812.5,0,0,0
"241","cat4","H3C2","H3C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","cat4","H3C3","H3C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","cat4","H3C4","H3C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","cat4","H3C5P","H3C5P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","cat4","H3C6","H3C6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","cat4","H3C7","H3C7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","cat4","H3C8","H3C8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","cat4","H3C9P","H3C9P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","cat4","H3C10","H3C10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","cat4","H3C11","H3C11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","cat4","H3C12","H3C12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","cat4","H3C13","H3C13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","cat4","H3C14","H3C14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","cat4","H3C15","H3C15",392040,86601,13825,998720,380670,238290,1072100,457350,180680,308000,66532,10062,0,5074.9,171940,96914,11295,15715,479610,0,254180,0,0,0,0,0,2594.4,0,0,87010,0,0,2556
"255","cat4","H3Y1","H3Y1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","cat4","H3Y2","H3Y2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","cat4","CENPA","CENPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","cat4","H3-2","H3-7",36910,18971,26236,65618,58680,0,92189,22283,11752,23326,8347.9,14812,10164,14090,15275,0,31637,41322,16102,20118,0,20748,0,0,0,0,190.14,0,0,6261.2,0,0,0
"259","cat4","H3-3A","H3-3A",56591,12836,41330,93337,41069,29037,139010,64827,29313,42280,21306,26048,0,21993,83631,6472,20493,4592.9,0,22232,37965,41825,0,0,0,0,0,0,0,4476.8,0,0,0
"260","cat4","H3-3B","H3-3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","cat4","H3-4","H3-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","cat4","H3-5","H3-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","cat4","H4C1","H4C1",1136700,24890,652250,2198500,486230,246380,4125100,1944000,674070,1018600,392840,2001200,1025600,1384100,1935800,569270,1886200,5834700,2262000,1561600,2108200,1538800,0,0,24082,0,5667.3,44989,116940,858970,79839,27109,6623.5
"264","cat4","H4C2","H4C2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","cat4","H4C3","H4C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","cat4","H4C4","H4C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","cat4","H4C5","H4C5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","cat4","H4C6","H4C6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","cat4","H4C7","H4C7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","cat4","H4C8","H4C8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","cat4","H4C9","H4C9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","cat4","H4C10P","H4C10P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","cat4","H4C11","H4C11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","cat4","H4C12","H4C12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","cat4","H4C13","H4C13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","cat4","H4C14","H4C14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","cat4","H4C15","H4C15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","cat4","H4-16","H4C16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","cat4","LMNA","LMNA",4269.6,619.25,1310.4,3085.4,21635,1997.6,642.17,1046.4,1195.7,452.84,296.62,2620.1,0,7004,0,5080.4,5048.2,0,0,0,0,3466.6,8317,826.27,42951,2117,1605.4,51669,193.39,6118.6,288.26,0,1189.5
"280","cat4","IMMT","IMMT",2950,2166.5,2292.3,8094.2,6529.4,7369.3,2603.4,0,0,43.045,253.29,2524.1,1523.7,1830.4,2489.4,1119.3,1504,482.65,0,0,471.2,7217,0,0,0,0,0,0,0,0,0,0,0
"281","cat4","CYC1","CYC1",3517.6,2586.9,5840.9,6398,28991,3898.1,892.61,0,0,150.32,2266.4,997.97,0,0,1269.6,4444.3,1316.7,0,0,0,0,3458,0,0,0,0,0,0,0,0,0,0,0
"282","cat4","TOMM20","TOMM20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","cat4","CANX","CANX",783620,159860,487250,450970,318080,316120,230250,45329,27850,110890,201580,176350,102700,87330,117940,43760,131340,28465,1838.9,331.09,31438,49638,0,0,0,0,0,0,0,0,0,0,190.54
"284","cat4","HSP90B1","HSP90B1",333830,210550,188210,244640,250780,267500,105840,37995,18236,71293,190140,190790,95791,52012,104450,78567,62893,65146,7305.9,691.24,30076,99296,0,0,3285,2417.8,0,1649.6,0,5208.5,918,0,588.38
"285","cat4","HSPA5","HSPA5",303640,158360,270780,421720,270050,228370,225350,119220,49373,129840,164830,336070,116120,124220,152810,174620,241500,103020,47463,11382,68811,104870,4180.4,0,10507,1641.7,0,4372.3,1624.6,15741,912.19,0,0
"286","cat4","GOLGA2","GOLGA2",7186,730.27,1215.5,243.33,1453.9,2839,0,0,0,0,0,353.72,0,0,99.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","cat4","ATG9A","ATG9A",6038.6,544.48,888.35,1813.9,18397,5218.8,1149.7,4857.2,35.879,3592.9,3334.7,0,0,0,0,627.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","cat4","ACTN1/4","ACTN1/4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","cat4","KRT18","KRT18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","cat5","TGFB1","TGFB1",2064.4,0,0,968.97,0,0,686.41,144.99,11029,0,1054.9,0,554.8,0,0,0,0,0,0,0,0,319.57,0,0,0,0,0,0,0,0,0,0,0
"291","cat5","TGFB2","TGFB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","cat5","IFNG","IFNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","cat5","VEGFA","VEGFA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","cat5","FGF1","FGF1",0,0,119.07,0,0,3105.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","cat5","FGF2","FGF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","cat5","PDGFA","PDGFA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","cat5","PDGFB","PDGFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","cat5","PDGFC","PDGFC",0,0,0,976.87,0,0,359.3,0,5739.9,1192.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","cat5","PDGFD","PDGFD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","cat5","EGF","EGF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","cat5","IL1","IL1A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","cat5","IL2","IL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","cat5","IL3","IL3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","cat5","IL4","IL4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","cat5","IL5","IL5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","cat5","IL6","IL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","cat5","IL7","IL7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","cat5","IL8","CXCL8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","cat5","IL9","IL9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","cat5","IL10","IL10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","cat5","IL11","IL11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","cat5","IL12","IL12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","cat5","IL13","IL13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","cat5","IL14","IL14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","cat5","IL15","IL15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","cat5","IL16","IL16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","cat5","IL17","IL17A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","cat5","IL18","IL18",0,0,894.52,0,0,0,2784.5,1721.2,7309,0,0,0,0,0,0,0,0,1463.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","cat5","IL19","IL19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","cat5","IL20","IL20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","cat5","IL21","IL21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","cat5","IL22","IL22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","cat5","IL23","IL23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","cat5","IL24","IL24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","cat5","IL25","IL25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","cat5","IL26","IL26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","cat5","IL28","IL28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","cat5","IL29","IFNL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","cat5","IL30","IL27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","cat5","IL31","IL31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","cat5","IL32","IL32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","cat5","IL33","IL33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","cat5","IL34","IL34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","cat5","IL35","IL35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","cat5","IL36","IL36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","cat5","IL37","IL37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","cat5","IL38","IL38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","cat5","IL39","IL39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","cat5","IL40","IL40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","cat5","FN1","FN1",1249700,1264400,645280,914720,2037200,1129700,460910,545100,1623200,466230,261650,2020500,1590800,1418800,1549400,3625700,1169900,961530,777660,2750400,1648400,1810500,742120,444120,272400,402520,331460,591100,629740,1225800,693580,727010,234120
"341","cat5","COL1A1","COL1A1",3577.6,6717.4,1160.4,3724.8,6551.7,1582.3,966.11,6044.1,861.38,2079.3,1103.5,63922,66558,26179,105720,168560,43465,172360,85638,108370,80943,284620,1227,1172.7,649.28,1027.5,1105.3,6751.1,1625.2,16439,1580,981.47,676.63
"342","cat5","COL1A2","COL1A2",811.49,1264.9,3674,3174,803.03,1151.5,464.8,1580.2,0,674.6,0,97109,90716,30662,118960,196350,66358,102590,202360,191100,108330,387050,1255.9,2330.4,0,1152.1,671.59,8365.2,1850.4,13414,5737,1087.3,3004.8
"343","cat5","COL2A1","COL2A1",0,0,0,0,0,0,0,0,0,0,0,868.95,1997.1,763.65,2466.2,4264.8,0,7202.4,817.18,1970.3,1999.5,4511.6,0,0,0,0,0,0,0,0,0,0,0
"344","cat5","COL3A1","COL3A1",0,0,0,1293.7,0,0,811.63,2863.2,404.02,2500,849.54,45969,68831,24266,46222,163510,44549,110050,31132,73499,102400,575440,0,188.93,0,1150.2,725.95,2669.4,763.2,4445.5,321.98,911.05,1822.7
"345","cat5","COL4A1","COL4A1",313.54,1292.3,0,0,1120.6,779.29,0,0,0,0,0,4029.6,3857.5,921.85,2173.1,9882.5,3555.9,1050.1,807.36,1991.9,9327.6,6807.3,0,0,0,0,0,0,0,0,0,0,0
"346","cat5","COL 4A2","COL 4A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","cat5","COL4A3","COL4A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","cat5","COL4A4","COL4A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","cat5","COL4A5","COL4A5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","cat5","COL4A6","COL4A6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","cat5","COL5A1","COL5A1",1205.8,1035.5,0,864.69,2021.8,1165.7,0,1240.8,739.27,10092,52.147,7477.7,22348,533.87,7823.2,8482.1,1582.9,8797.6,9452.6,18038,8993.4,35977,0,499.52,0,0,1005.6,0,0,659.9,75.644,58.109,1013.3
"352","cat5","COL5A2","COL5A2",0,0,0,0,0,0,0,186.39,0,485.09,0,1238.4,4091,0,1164.7,1581.2,424.59,3851.9,2008.1,2702.9,487.38,5512.3,0,0,0,0,0,0,0,0,0,0,0
"353","cat5","COL5A3","COL5A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","cat5","COL6A1","COL6A1",17644,17767,11571,32203,23701,21958,12607,5747.4,16967,24486,8299.8,32913,33278,7590.9,65153,42972,13160,25811,4279.6,26188,116280,57787,829.92,0,975.38,1369.5,542.98,1453.5,1425,4795.3,2024.4,0,6567.6
"355","cat5","COL6A2","COL6A2",7134.5,3088.5,3698.5,9851.5,6833.2,11217,3325.5,552.05,3317.2,7389.3,771.04,11759,13435,1733,25919,16734,670.82,14427,1203.9,8545,47079,18576,0,0,0,0,0,0,0,0,0,0,615.45
"356","cat5","COL6A3","COL6A3",5950.3,3594.2,2954.3,18907,12584,8475,5226.6,1170.1,8567.1,10130,2836,20058,23823,6302.3,49875,42921,4623.6,27125,4564,21607,84267,37896,406.78,572.71,291.36,883.65,1068.5,0,1087.9,1946,1175.5,1323.5,495.6
"357","cat5","COL6A4P1","COL6A4P1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","cat5","COL6A4P2","COL6A4P2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
